DATE,MORTGAGE15US_Monthly Change,MORTGAGE30US_Monthly Change,MORTGAGE5US_Monthly Change,Rent Index Mon_Chg,NASDAQCOM Mon_Chg,WILL5000 Per_Mon_Chg,House Completed,House Under Construction,5yr_Maturity Per_Mon_Chg,10yr_Maturity Per_Mon_Chg,30yr_Maturity Per_Mon_Chg,CPI Mon_Chg,House Index Monthly Change,Year,Month
2002-01-01,-0.0625,-0.0675000000000007,,0.3316799999999915,-0.4154399999999967,-1.335395994491601,13.24,6.69,-1.1389521640091078,0.0,-0.5474452554744571,0.1771999999999991,0.6910000000000025,2002,1
2002-02-01,-0.1050000000000004,-0.1049999999999995,,0.3869499999999988,-5.140160000000002,-2.194093196894697,13.7,6.76,-0.921658986175116,-3.747534516765293,0.0,0.1772000000000133,0.7019999999999982,2002,2
2002-03-01,0.141,0.1215000000000001,,0.3316800000000057,2.8895899999999983,4.285828976324843,13.24,6.76,10.232558139534891,11.065573770491804,6.605504587155952,0.2953299999999927,0.8430000000000035,2002,3
2002-04-01,-0.0410000000000003,-0.0289999999999999,,0.2211099999999959,-3.987459999999999,-4.960779279682464,12.58,6.79,-1.898734177215187,-5.719557195571948,-0.3442340791738308,0.4725300000000061,0.9230000000000018,2002,4
2002-05-01,-0.1949999999999994,-0.1790000000000002,,0.2211199999999991,-1.8399399999999984,-1.315183978738372,13.59,6.86,-3.440860215053766,-0.5870841487279892,-0.518134715025911,0.1181399999999968,1.1129999999999995,2002,5
2002-06-01,-0.1749999999999998,-0.1559999999999997,,0.3316700000000026,-3.870719999999999,-7.14846953255994,12.81,6.89,-6.681514476614694,-4.330708661417318,-1.3888888888888902,0.0590600000000023,1.087999999999994,2002,6
2002-07-01,-0.1750000000000007,-0.165,,0.2763999999999953,-3.424820000000004,-8.174421419549017,12.75,6.96,-9.0692124105012,-7.2016460905349895,-1.5845070422535186,0.2362699999999904,1.0750000000000028,2002,7
2002-08-01,-0.2279999999999997,-0.1950000000000002,,0.1658400000000028,-0.3403300000000016,0.4305470531686739,13.39,6.84,-13.648293963254591,-8.203991130820402,-5.545617173524144,0.2953400000000101,0.9429999999999978,2002,8
2002-09-01,-0.1944999999999996,-0.1974999999999998,,0.2763900000000063,-3.62379,-10.173403794390946,13.31,6.91,-10.638297872340427,-12.31884057971014,-6.060606060606066,0.1771999999999991,0.9480000000000076,2002,9
2002-10-01,-0.0075000000000002,0.0199999999999995,,0.2763999999999953,4.0019300000000015,7.5085899306337955,12.86,6.94,0.3401360544217766,8.264462809917363,4.435483870967737,0.2362600000000014,0.9549999999999984,2002,10
2002-11-01,-0.0359999999999995,-0.0445000000000002,,0.3316700000000026,3.7821500000000015,5.855825477112079,14.01,6.95,3.389830508474564,7.37913486005088,0.0,0.1771999999999991,0.9339999999999976,2002,11
2002-12-01,-0.0140000000000002,-0.0204999999999992,,0.2763999999999953,-3.63597,-5.691596642928435,13.49,7.0,-0.6557377049180334,-9.241706161137431,-0.965250965250962,0.1771999999999991,0.9539999999999936,2002,12
2003-01-01,-0.1459999999999999,-0.1314999999999999,,0.4422300000000092,-0.3705199999999991,-2.614347576289205,13.17,7.17,0.6600660066006607,4.438642297650128,0.1949317738791381,0.4725399999999951,0.8390000000000128,2003,1
2003-02-01,-0.0840000000000005,-0.0735000000000001,,0.1658399999999886,0.4215299999999971,-1.876549699231952,13.42,7.15,-4.918032786885243,-7.250000000000001,-2.3346303501945544,0.5906599999999997,0.8949999999999818,2003,2
2003-03-01,-0.1549999999999993,-0.0975000000000001,,0.2764000000000095,0.0926299999999997,0.9941634983828138,13.05,7.21,-4.137931034482762,3.234501347708898,0.1992031872510095,0.1771999999999991,0.7920000000000016,2003,3
2003-04-01,0.0524999999999993,0.0674999999999999,,0.2763899999999921,3.1251099999999994,8.074038861430513,13.5,7.23,5.395683453237423,1.5665796344647531,1.9880715705765333,-0.4134600000000006,0.7369999999999948,2003,4
2003-05-01,-0.2574999999999994,-0.3285,,0.2764000000000095,3.339800000000004,5.94025219149037,13.9,7.24,-13.99317406143345,-13.367609254498714,-7.212475633528268,-0.1771999999999991,0.8500000000000227,2003,5
2003-06-01,-0.2324999999999999,-0.2539999999999995,,0.1658299999999997,0.6824299999999965,1.339969723776833,13.54,7.37,-9.92063492063492,5.044510385756674,-2.941176470588229,0.1181300000000078,0.914999999999992,2003,6
2003-07-01,0.3399999999999998,0.4024999999999998,,0.2763999999999953,2.847970000000004,2.277456373984573,14.24,7.44,26.43171806167401,26.8361581920904,11.038961038961034,0.3543999999999982,1.1260000000000048,2003,7
2003-08-01,0.6204999999999998,0.6315,,0.2211199999999991,1.9142999999999968,2.25396554180703,13.29,7.56,17.421602787456443,-0.8908685968819607,6.23781676413256,0.4725399999999951,1.1920000000000073,2003,8
2003-09-01,-0.1305000000000005,-0.1165000000000002,,0.2763900000000063,-0.5966499999999968,-1.2371883958000822,14.13,7.69,-5.637982195845695,-11.011235955056184,-3.11926605504587,0.3543999999999982,1.3259999999999934,2003,9
2003-10-01,-0.1834999999999995,-0.1955,,0.1105599999999924,3.686729999999997,5.957088865412706,14.79,7.81,0.3144654088050247,9.343434343434346,0.3787878787878707,-0.1181399999999968,1.2390000000000043,2003,10
2003-11-01,-0.0015,-0.0194999999999998,,0.2763999999999953,0.7118600000000015,1.248964469361889,14.39,7.94,3.134796238244517,0.2309468822170851,-0.943396226415091,0.0590700000000055,1.2620000000000005,2003,11
2003-12-01,-0.0685000000000002,-0.0564999999999997,,0.1658299999999997,1.094070000000002,4.321867849728815,14.34,8.12,-0.6079027355623106,-1.6129032258064582,-0.7619047619047626,0.2953299999999927,1.3859999999999957,2003,12
2004-01-01,-0.189,-0.1634999999999999,,0.2211199999999991,1.5932599999999937,2.1257189648939208,14.34,8.18,-4.58715596330275,-2.576112412177973,-1.5355086372360858,0.4725399999999951,1.4669999999999843,2004,1
2004-02-01,-0.0774999999999996,-0.0775000000000005,,0.2764000000000095,-0.921999999999997,1.3028128084094754,14.47,8.18,-1.602564102564111,-4.08653846153846,-0.974658869395708,0.2362600000000014,1.545000000000016,2004,2
2004-03-01,-0.1974999999999998,-0.1899999999999995,,0.2763899999999921,-0.9034800000000018,-1.1945806143269917,14.91,8.37,-9.120521172638432,-3.2581453634085293,-3.543307086614168,0.2362700000000046,1.8669999999999904,2004,3
2004-04-01,0.4180000000000001,0.3849999999999998,,0.3316800000000057,-1.879779999999997,-2.226204666866883,16.45,8.38,21.505376344086024,17.357512953367884,7.755102040816324,0.1771999999999991,1.5330000000000157,2004,4
2004-05-01,0.4794999999999998,0.4399999999999995,,0.3316700000000026,1.689949999999996,1.2285839910341796,15.05,8.53,13.569321533923304,2.8697571743929338,4.3560606060605975,0.4725300000000061,1.5909999999999798,2004,5
2004-06-01,0.0224999999999999,0.0175,,0.3316799999999915,1.54936,1.9981303703416688,15.21,8.55,2.0779220779220795,-0.858369098712447,-0.5444646098003514,0.4134699999999895,1.6640000000000157,2004,6
2004-07-01,-0.1959999999999997,-0.2314999999999996,,0.2763900000000063,-4.071469999999998,-3.840249915354175,15.46,8.59,-6.106870229007639,-2.5974025974026,-3.102189781021913,0.118140000000011,1.4879999999999995,2004,7
2004-08-01,-0.2040000000000006,-0.1885000000000003,,0.3316800000000057,-1.2501400000000018,0.1760772260738099,15.54,8.67,-5.962059620596199,-8.222222222222225,-3.013182674199609,0.0590599999999881,1.2959999999999925,2004,8
2004-09-01,-0.1159999999999996,-0.1135000000000001,,0.2763899999999921,1.4907299999999992,1.474553546615104,15.33,8.7,-3.170028818443813,0.2421307506053217,-3.300970873786406,0.3544000000000125,1.5459999999999925,2004,9
2004-10-01,-0.0289999999999999,-0.0314999999999994,,0.1658400000000028,1.9833300000000025,1.493788260144452,15.39,8.8,-0.2976190476190413,-2.1739130434782576,-0.8032128514056232,0.5906699999999887,1.5730000000000075,2004,10
2004-11-01,0.0199999999999995,0.0075000000000002,,0.1658400000000028,3.0916,4.4819768046440025,14.64,8.84,5.3731343283582005,7.654320987654334,0.2024291497975665,0.5316000000000116,1.7779999999999916,2004,11
2004-12-01,0.0430000000000001,0.0219999999999993,,0.3316699999999883,1.995510000000003,3.457477786544452,16.55,8.91,1.9830028328611984,-2.752293577981653,-0.8080808080808087,0.0,1.802000000000021,2004,12
2005-01-01,-0.0054999999999996,-0.0419999999999998,,0.3316800000000057,-2.86853,-2.712806882175621,15.89,9.04,3.055555555555552,-2.358490566037748,-2.851323828920582,-0.0590700000000055,1.9579999999999984,2005,1
2005-02-01,-0.0224999999999999,-0.0824999999999995,-0.0149999999999996,0.3316700000000026,-0.2712900000000005,2.000037095461759,16.08,9.18,1.617250673854449,5.314009661835764,-4.40251572327044,0.4725399999999951,2.055999999999983,2005,2
2005-03-01,0.314,0.3004999999999995,0.2735000000000003,0.2763999999999953,-1.3321200000000033,-1.8765040183946649,15.24,9.08,10.610079575596815,3.21100917431192,4.605263157894736,0.4134700000000038,2.4680000000000177,2005,3
2005-04-01,-0.0565000000000006,-0.0729999999999995,-0.0310000000000005,0.3316800000000057,-1.96886,-2.3174746282130103,16.26,9.12,-4.0767386091127085,-6.4444444444444455,-2.5157232704402355,0.3543999999999982,1.688999999999993,2005,4
2005-05-01,-0.1274999999999995,-0.1350000000000006,-0.1374999999999993,0.2763899999999921,3.7197200000000015,3.614410714703457,17.5,9.13,-3.749999999999998,-4.988123515439429,-3.440860215053766,-0.0590700000000055,1.8499999999999943,2005,5
2005-06-01,-0.1120000000000001,-0.1379999999999999,-0.0635000000000003,0.2764000000000095,-0.2857600000000033,0.6642701598961818,16.79,9.13,-2.0779220779220795,-1.500000000000001,-4.677060133630288,0.0590700000000055,1.8389999999999984,2005,6
2005-07-01,0.1094999999999997,0.1130000000000004,0.1535000000000002,0.3869499999999988,3.2451399999999992,4.020013082575774,16.39,9.2,5.570291777188328,8.62944162436549,2.3364485981308327,0.7087999999999965,1.6690000000000111,2005,7
2005-08-01,0.1225000000000005,0.125,0.1174999999999997,0.2211199999999991,-0.8308899999999966,-1.088277759439615,16.49,9.33,3.517587939698496,-6.074766355140202,1.3698630136986416,0.7088000000000108,1.5829999999999984,2005,8
2005-09-01,-0.0420000000000007,-0.0460000000000002,-0.0250000000000003,0.3316700000000026,-0.0101500000000029,0.6867746611678103,16.31,9.45,-2.669902912621367,7.9601990049751326,0.2252252252252204,1.5947999999999922,1.9950000000000043,2005,9
2005-10-01,0.2670000000000003,0.2910000000000003,0.2575000000000003,0.3316799999999915,-0.7966300000000004,-1.9469349887420688,16.18,9.55,7.980049875311729,5.299539170506922,4.269662921348303,0.1771999999999991,1.5909999999999798,2005,10
2005-11-01,0.2374999999999998,0.2649999999999997,0.2275,0.3316700000000026,2.855580000000004,3.760298066928408,16.33,9.71,2.7713625866050835,-1.7505470459518613,1.2931034482758728,-0.5906700000000029,1.65300000000002,2005,11
2005-12-01,-0.0464999999999999,-0.0579999999999998,-0.0110000000000001,0.2211199999999991,-0.6979000000000042,0.0045631551793598,16.62,9.76,-1.348314606741584,-2.227171492204912,-1.7021276595744694,0.0,1.228999999999985,2005,12
2006-01-01,-0.1059999999999998,-0.1270000000000006,-0.024,0.2763900000000063,2.550530000000002,3.4639013725894943,16.63,9.89,-0.9111617312072902,3.189066059225526,-1.0822510822510785,0.7088000000000108,1.4099999999999966,2006,1
2006-02-01,0.1500000000000003,0.1075000000000008,0.1575000000000006,0.3869600000000019,-0.6199900000000014,-0.2237425812235912,17.42,9.9,5.057471264367831,0.4415011037527499,0.0,0.0590699999999912,0.9660000000000082,2006,2
2006-03-01,0.1079999999999996,0.0714999999999994,0.0644999999999997,0.3869499999999988,1.4821000000000026,1.708527108887201,19.11,9.83,3.282275711159725,6.813186813186825,3.5010940919037226,0.1771999999999991,1.0769999999999982,2006,3
2006-04-01,0.1870000000000002,0.1835000000000004,0.1704999999999996,0.3869600000000019,-0.4370199999999968,0.99789565387488,17.37,9.62,3.8135593220339112,4.320987654320986,6.976744186046494,0.5906700000000029,-0.0339999999999918,2006,4
2006-05-01,0.0499999999999998,0.0899999999999998,0.0650000000000003,0.442229999999995,-3.646630000000002,-3.3959640941774545,16.09,9.6,2.0408163265306047,0.986193293885598,2.766798418972344,0.3543999999999982,-0.1730000000000018,2006,5
2006-06-01,0.1009999999999999,0.0845000000000002,0.0625,0.4975099999999912,-0.1723199999999991,0.0503080749524222,17.42,9.34,1.4000000000000057,0.5859375000000049,-0.961538461538458,0.295330000000007,-0.6490000000000009,2006,6
2006-07-01,0.0839999999999996,0.0804999999999998,0.0774999999999996,0.4422400000000124,-2.0460100000000025,-0.2196101390657608,16.54,9.13,-0.5917159763313657,-3.106796116504857,-0.3883495145631158,0.6497399999999942,-0.4380000000000166,2006,7
2006-08-01,-0.1919999999999992,-0.2385000000000001,-0.1754999999999995,0.4975099999999912,2.341920000000002,2.118098307802919,16.14,8.88,-4.36507936507936,-5.01002004008016,-2.534113060428848,0.5315999999999974,-0.4729999999999847,2006,8
2006-09-01,-0.1205000000000007,-0.1215000000000001,-0.1020000000000003,0.4975100000000054,1.8952699999999965,2.0765477018111547,16.75,8.64,-3.112033195020754,-2.109704641350222,-3.000000000000007,-0.5906699999999887,0.204999999999984,2006,9
2006-10-01,-0.0274999999999998,-0.0449999999999999,0.0075000000000002,0.442229999999995,2.7479800000000054,3.522173086737613,15.59,8.37,0.4282655246252775,-0.6465517241379173,0.0,-0.5316000000000116,0.4010000000000104,2006,10
2006-11-01,-0.0939999999999994,-0.1174999999999997,-0.0655000000000001,0.4422399999999982,1.6511199999999988,2.029614067401502,15.25,8.22,-2.345415778251606,-3.253796095444693,-3.298969072164933,0.0590700000000055,0.4099999999999966,2006,11
2006-12-01,-0.0760000000000005,-0.1050000000000004,-0.0769999999999999,0.5527900000000017,-0.4182400000000044,1.0245429789136895,15.09,8.05,-1.091703056768555,5.605381165919283,-0.2132196162047052,0.6497300000000052,0.5289999999999964,2006,12
2007-01-01,0.0849999999999999,0.0825000000000004,0.0774999999999996,0.4129300000000029,1.234410000000004,1.8004611789547782,15.01,7.79,4.856512141280348,2.5477707006369448,3.632478632478632,0.1990499999999997,0.3780000000000143,2007,1
2007-02-01,0.0549999999999997,0.0674999999999999,-0.0224999999999999,0.5522399999999976,-1.2125800000000029,-1.7820206070731253,13.18,7.69,-0.8421052631578954,-5.590062111801252,-0.6185567010309148,0.4660399999999924,0.079999999999984,2007,2
2007-03-01,-0.1359999999999992,-0.1290000000000004,-0.096,0.4438900000000103,0.1393199999999979,0.9860125084123122,13.12,7.57,-4.883227176220797,1.9736842105263324,-2.0746887966805088,0.6272900000000021,-0.4489999999999838,2007,3
2007-04-01,-0.0015,0.024,0.0084999999999997,0.3377600000000029,2.6254100000000093,3.907117079492045,12.76,7.47,2.45535714285713,-0.4301075268817303,3.1779661016949228,0.3638499999999993,-1.1410000000000196,2007,4
2007-05-01,0.0854999999999996,0.0819999999999998,0.0655000000000001,0.3847399999999936,2.015809999999988,3.45058531963048,12.78,7.3,1.7429193899782152,5.831533477321824,0.6160164271047278,0.5026600000000059,-1.407999999999987,2007,5
2007-06-01,0.3719999999999999,0.3955000000000002,0.3269999999999999,0.3465999999999951,-0.0327399999999897,-1.7266208024887653,12.2,7.22,7.708779443254825,2.653061224489793,6.122448979591832,0.2829299999999932,-1.3449999999999989,2007,6
2007-07-01,0.0200000000000004,0.0375000000000005,0.0175,0.394139999999993,-1.4455600000000004,-3.4928850221960266,12.08,7.09,-2.982107355864818,-4.970178926441352,-1.7307692307692282,0.217960000000005,-1.141999999999996,2007,7
2007-08-01,-0.1260000000000003,-0.1230000000000002,0.0095,0.2918800000000203,1.2712099999999964,1.1902835238012417,12.41,6.82,-9.22131147540984,-5.020920502092054,-3.522504892367918,0.03779999999999,-0.992999999999995,2007,8
2007-09-01,-0.1864999999999996,-0.1894999999999997,-0.1194999999999995,0.3952399999999727,2.668289999999999,3.445037082440024,10.85,6.67,-5.191873589164776,1.1013215859030798,-2.839756592292083,0.5197900000000004,-0.5589999999999975,2007,9
2007-10-01,-0.0075000000000002,-0.0075000000000002,-0.1200000000000001,0.5201800000000105,4.000150000000005,1.8092127140850969,11.38,6.49,0.0,-2.396514161220032,-0.4175365344467737,0.3797899999999998,-0.9350000000000024,2007,10
2007-11-01,-0.1900000000000004,-0.1669999999999998,-0.1785000000000005,0.4881200000000092,-5.028990000000007,-4.651198304842019,11.28,6.25,-12.619047619047624,-11.383928571428577,-5.241090146750524,0.9710600000000084,-1.4790000000000134,2007,11
2007-12-01,-0.0974999999999992,-0.1130000000000004,-0.0539999999999993,0.4477599999999881,-0.2202899999999914,-0.7797131851341453,10.31,6.11,-4.904632152588548,1.7632241813601974,0.2212389380531123,0.3609000000000009,-0.8059999999999832,2007,12
2008-01-01,-0.4645000000000001,-0.3369999999999997,-0.4080000000000003,0.3559999999999945,-6.659810000000007,-6.170484430350394,10.04,5.92,-14.61318051575932,-9.15841584158416,-4.415011037527598,0.4305999999999983,-1.2090000000000032,2008,1
2008-02-01,0.1520000000000001,0.1595000000000004,-0.1520000000000001,0.31122000000002,-3.0043000000000006,-3.2163023366058017,9.3,5.78,-6.71140939597316,-3.814713896457769,4.3879907621247005,0.3030100000000004,-1.592000000000013,2008,2
2008-03-01,-0.0200000000000004,0.0524999999999993,0.2374999999999998,0.3316700000000026,0.1933800000000047,-0.8501244801149246,9.04,5.63,-10.791366906474812,-2.2662889518413496,-2.8761061946902635,0.4495000000000004,-1.4879999999999995,2008,3
2008-04-01,0.0449999999999999,-0.0524999999999993,0.04,0.4184599999999818,3.393099999999997,4.868447354191742,7.95,5.52,14.51612903225806,9.275362318840576,1.1389521640091278,0.2917899999999918,-1.7139999999999986,2008,4
2008-05-01,0.1349999999999998,0.1184999999999991,0.0625,0.2708700000000021,2.788080000000001,1.886821482496074,8.79,5.32,10.915492957746482,7.692307692307682,3.6036036036035854,0.7477800000000059,-1.6779999999999973,2008,5
2008-06-01,0.3100000000000005,0.2840000000000007,0.1325000000000002,0.5279199999999946,-5.82893,-8.294597922614937,8.5,5.11,10.793650793650803,-1.7241379310344682,1.9565217391304512,1.3319599999999951,-1.6409999999999911,2008,6
2008-07-01,0.0620000000000002,0.1059999999999998,0.1535000000000002,0.4383600000000172,0.8265799999999999,-1.0007447596699024,8.31,4.89,-5.444126074498578,0.0,-2.558635394456292,0.9173000000000116,-1.4490000000000125,2008,7
2008-08-01,0.0529999999999999,0.0514999999999998,0.0964999999999998,0.4422399999999982,1.0651300000000037,1.3627124428583912,7.12,4.79,-4.84848484848484,-4.010025062656645,-1.5317286652078836,-0.1925500000000113,-1.578000000000003,2008,8
2008-09-01,-0.3850000000000007,-0.4400000000000004,-0.1399999999999996,0.3869499999999846,-7.237680000000003,-9.46062241360763,8.2,4.56,-8.28025477707007,0.522193211488251,-5.1111111111111205,0.1104500000000143,-1.681999999999988,2008,9
2008-10-01,0.2520000000000006,0.1625000000000005,0.2094999999999993,0.4085100000000068,-9.17127,-17.706162329385595,7.49,4.37,-5.20833333333333,4.155844155844148,-2.341920374707252,-1.1116400000000226,-1.9840000000000089,2008,10
2008-11-01,-0.1020000000000003,-0.1124999999999998,-0.1169999999999999,0.3549000000000148,-4.704650000000001,-8.283026658040269,7.54,4.17,-16.117216117216117,-26.93266832917705,-4.0767386091127085,-2.269339999999985,-2.187000000000012,2008,11
2008-12-01,-0.7519999999999998,-0.8015000000000008,-0.3249999999999993,0.2410099999999886,1.052190000000003,1.4643869263808795,6.86,3.97,-33.624454148471614,-23.208191126279868,-28.25,-1.0366199999999992,-2.5239999999999725,2008,12
2009-01-01,-0.3205,-0.2384999999999992,-0.3375000000000003,0.3156500000000051,-2.5533300000000025,-8.298312621845701,5.66,3.83,5.263157894736847,27.55555555555556,9.059233449477343,0.3160099999999914,-2.112000000000023,2009,1
2009-02-01,0.0549999999999997,0.0824999999999995,-0.165,0.2382499999999936,-2.501809999999999,-10.710498764097858,5.35,3.66,16.875,5.226480836236931,14.696485623003197,0.4559899999999999,-1.4919999999999902,2009,2
2009-03-01,-0.1349999999999998,-0.1274999999999995,-0.1449999999999995,0.2222199999999929,3.825800000000001,8.476457199685209,5.45,3.44,-2.6737967914438525,-10.264900662251655,1.3927576601671383,-0.1240399999999937,-1.3530000000000086,2009,3
2009-04-01,-0.1375000000000001,-0.1925000000000007,-0.1265,0.2437800000000152,4.789169999999999,10.339652879980376,5.32,3.27,2.1978021978022,16.60516605166052,3.296703296703287,0.1264000000000038,-0.7099999999999795,2009,4
2009-05-01,0.0149999999999996,0.0475000000000003,-0.0435000000000007,0.2028799999999933,1.447340000000004,5.044316118665238,4.92,3.16,14.516129032258052,9.810126582278482,12.500000000000016,0.1848799999999926,-0.2540000000000191,2009,5
2009-06-01,0.3875000000000002,0.5625,0.1625000000000005,0.0978399999999908,1.5407200000000003,0.2307073170177812,5.07,3.14,27.23004694835681,1.7291066282420635,6.85579196217492,1.044300000000007,0.3930000000000007,2009,6
2009-07-01,-0.2104999999999997,-0.1979999999999995,-0.1909999999999998,-0.0209999999999865,3.640799999999999,7.655945210739151,5.0,3.16,-9.22509225092251,-0.283286118980164,-2.433628318584059,-0.0378000000000042,0.3190000000000168,2009,7
2009-08-01,-0.0795000000000003,-0.0295000000000005,-0.1240000000000005,0.0088399999999921,0.7755599999999987,3.508528292120393,5.17,3.11,4.471544715447149,-3.4090909090909123,-0.9070294784580506,0.4246899999999982,-0.1340000000000145,2009,8
2009-09-01,-0.1200000000000001,-0.1349999999999998,-0.1499999999999994,-0.0541699999999991,2.876899999999999,4.004760360180425,4.81,3.14,-7.782101167315165,-2.647058823529408,-4.118993135011436,0.2457200000000057,-0.2529999999999859,2009,9
2009-10-01,-0.1025,-0.1055000000000001,-0.1360000000000001,-0.1669499999999857,-1.96201,-2.5543238789055684,5.26,3.08,-1.6877637130801704,3.021148036253779,0.0,0.3827500000000015,-0.1730000000000018,2009,10
2009-11-01,-0.0474999999999994,-0.0769999999999999,-0.1265,-0.1000500000000101,2.5249099999999984,5.551174177877414,5.67,3.01,-4.291845493562235,-5.865102639296193,2.863961813842463,0.4282299999999992,0.2869999999999777,2009,11
