DATE,MORTGAGE15US
2000-01-01,7.8025000000000000
2000-02-01,7.9325000000000000
2000-03-01,7.8320000000000000
2000-04-01,7.8000000000000000
2000-05-01,8.1825000000000000
2000-06-01,7.9920000000000000
2000-07-01,7.8650000000000000
2000-08-01,7.7625000000000000
2000-09-01,7.6040000000000000
2000-10-01,7.4700000000000000
2000-11-01,7.4175000000000000
2000-12-01,7.0560000000000000
2001-01-01,6.6400000000000000
2001-02-01,6.6400000000000000
2001-03-01,6.5080000000000000
2001-04-01,6.5950000000000000
2001-05-01,6.6750000000000000
2001-06-01,6.7000000000000000
2001-07-01,6.6825000000000000
2001-08-01,6.5000000000000000
2001-09-01,6.3400000000000000
2001-10-01,6.0975000000000000
2001-11-01,6.1460000000000000
2001-12-01,6.5425000000000000
2002-01-01,6.4800000000000000
2002-02-01,6.3750000000000000
2002-03-01,6.5160000000000000
2002-04-01,6.4750000000000000
2002-05-01,6.2800000000000000
2002-06-01,6.1050000000000000
2002-07-01,5.9300000000000000
2002-08-01,5.7020000000000000
2002-09-01,5.5075000000000000
2002-10-01,5.5000000000000000
2002-11-01,5.4640000000000000
2002-12-01,5.4500000000000000
2003-01-01,5.3040000000000000
2003-02-01,5.2200000000000000
2003-03-01,5.0650000000000000
2003-04-01,5.1175000000000000
2003-05-01,4.8600000000000000
2003-06-01,4.6275000000000000
2003-07-01,4.9675000000000000
2003-08-01,5.5880000000000000
2003-09-01,5.4575000000000000
2003-10-01,5.2740000000000000
2003-11-01,5.2725000000000000
2003-12-01,5.2040000000000000
2004-01-01,5.0150000000000000
2004-02-01,4.9375000000000000
2004-03-01,4.7400000000000000
2004-04-01,5.1580000000000000
2004-05-01,5.6375000000000000
2004-06-01,5.6600000000000000
2004-07-01,5.4640000000000000
2004-08-01,5.2600000000000000
2004-09-01,5.1440000000000000
2004-10-01,5.1150000000000000
2004-11-01,5.1350000000000000
2004-12-01,5.1780000000000000
2005-01-01,5.1725000000000000
2005-02-01,5.1500000000000000
2005-03-01,5.4640000000000000
2005-04-01,5.4075000000000000
2005-05-01,5.2800000000000000
2005-06-01,5.1680000000000000
2005-07-01,5.2775000000000000
2005-08-01,5.4000000000000000
2005-09-01,5.3580000000000000
2005-10-01,5.6250000000000000
2005-11-01,5.8625000000000000
2005-12-01,5.8160000000000000
2006-01-01,5.7100000000000000
2006-02-01,5.8600000000000000
2006-03-01,5.9680000000000000
2006-04-01,6.1550000000000000
2006-05-01,6.2050000000000000
2006-06-01,6.3060000000000000
2006-07-01,6.3900000000000000
2006-08-01,6.1980000000000000
2006-09-01,6.0775000000000000
2006-10-01,6.0500000000000000
2006-11-01,5.9560000000000000
2006-12-01,5.8800000000000000
2007-01-01,5.9650000000000000
2007-02-01,6.0200000000000000
2007-03-01,5.8840000000000000
2007-04-01,5.8825000000000000
2007-05-01,5.9680000000000000
2007-06-01,6.3400000000000000
2007-07-01,6.3600000000000000
2007-08-01,6.2340000000000000
2007-09-01,6.0475000000000000
2007-10-01,6.0400000000000000
2007-11-01,5.8500000000000000
2007-12-01,5.7525000000000000
2008-01-01,5.2880000000000000
2008-02-01,5.4400000000000000
2008-03-01,5.4200000000000000
2008-04-01,5.4650000000000000
2008-05-01,5.6000000000000000
2008-06-01,5.9100000000000000
2008-07-01,5.9720000000000000
2008-08-01,6.0250000000000000
2008-09-01,5.6400000000000000
2008-10-01,5.8920000000000000
2008-11-01,5.7900000000000000
2008-12-01,5.0380000000000000
2009-01-01,4.7175000000000000
2009-02-01,4.7725000000000000
2009-03-01,4.6375000000000000
2009-04-01,4.5000000000000000
2009-05-01,4.5150000000000000
2009-06-01,4.9025000000000000
2009-07-01,4.6920000000000000
2009-08-01,4.6125000000000000
2009-09-01,4.4925000000000000
2009-10-01,4.3900000000000000
2009-11-01,4.3425000000000000
2009-12-01,4.3920000000000000
2010-01-01,4.4350000000000000
2010-02-01,4.3675000000000000
2010-03-01,4.3300000000000000
2010-04-01,4.4180000000000000
2010-05-01,4.2775000000000000
2010-06-01,4.1750000000000000
2010-07-01,4.0400000000000000
2010-08-01,3.9075000000000000
2010-09-01,3.8100000000000000
2010-10-01,3.6600000000000000
2010-11-01,3.6825000000000000
2010-12-01,4.0580000000000000
2011-01-01,4.0875000000000000
2011-02-01,4.2150000000000000
2011-03-01,4.0800000000000000
2011-04-01,4.0550000000000000
2011-05-01,3.8225000000000000
2011-06-01,3.6940000000000000
2011-07-01,3.6800000000000000
2011-08-01,3.4600000000000000
2011-09-01,3.3180000000000000
2011-10-01,3.3475000000000000
2011-11-01,3.3050000000000000
2011-12-01,3.2460000000000000
2012-01-01,3.2000000000000000
