DATE,IURNSA
2016-08-01,1.4750000000000000
2016-09-01,1.3250000000000000
2016-10-01,1.2600000000000000
2016-11-01,1.3500000000000000
2016-12-01,1.5600000000000000
2017-01-01,1.8000000000000000
2017-02-01,1.7750000000000000
2017-03-01,1.6250000000000000
2017-04-01,1.4200000000000000
2017-05-01,1.3000000000000000
2017-06-01,1.3000000000000000
2017-07-01,1.3800000000000000
2017-08-01,1.3000000000000000
2017-09-01,1.18000000000000000000
2017-10-01,1.12500000000000000000
2017-11-01,1.2500000000000000
2017-12-01,1.4400000000000000
2018-01-01,1.6500000000000000
2018-02-01,1.6000000000000000
2018-03-01,1.4800000000000000
2018-04-01,1.2750000000000000
2018-05-01,1.10000000000000000000
2018-06-01,1.14000000000000000000
2018-07-01,1.20000000000000000000
2018-08-01,1.15000000000000000000
2018-09-01,1.02000000000000000000
2018-10-01,0.97500000000000000000
2018-11-01,1.05000000000000000000
2018-12-01,1.2800000000000000
2019-01-01,1.5000000000000000
2019-02-01,1.5000000000000000
2019-03-01,1.3800000000000000
2019-04-01,1.15000000000000000000
2019-05-01,1.10000000000000000000
2019-06-01,1.10000000000000000000
2019-07-01,1.20000000000000000000
2019-08-01,1.10000000000000000000
2019-09-01,1.00000000000000000000
2019-10-01,0.97500000000000000000
2019-11-01,1.06000000000000000000
2019-12-01,1.2750000000000000
2020-01-01,1.4750000000000000
2020-02-01,1.4000000000000000
2020-03-01,2.6750000000000000
2020-04-01,11.7000000000000000
2020-05-01,13.8800000000000000
2020-06-01,12.1000000000000000
2020-07-01,11.4000000000000000
2020-08-01,9.5400000000000000
2020-09-01,7.9000000000000000
2020-10-01,5.1600000000000000
2020-11-01,3.9250000000000000
2020-12-01,3.6750000000000000
