DATE,GS5,Monthly Change,Percent Monthly Change,Yearly Change,Percent Yearly Change
2015-08-01,1.54,-0.08999999999999986,-5.521472392638029,-0.08999999999999986,-5.521472392638029
2015-09-01,1.49,-0.050000000000000044,-3.2467532467532494,-0.28,-15.819209039548024
2015-10-01,1.39,-0.10000000000000009,-6.71140939597316,-0.16000000000000014,-10.322580645161299
2015-11-01,1.67,0.28,20.143884892086334,0.04999999999999982,3.0864197530864086
2015-12-01,1.7,0.030000000000000027,1.7964071856287442,0.06000000000000005,3.658536585365857
2016-01-01,1.52,-0.17999999999999994,-10.588235294117645,0.1499999999999999,10.948905109489043
2016-02-01,1.22,-0.30000000000000004,-19.73684210526316,-0.25,-17.006802721088434
2016-03-01,1.38,0.15999999999999992,13.114754098360649,-0.14000000000000012,-9.210526315789481
2016-04-01,1.26,-0.11999999999999988,-8.695652173913036,-0.09000000000000008,-6.666666666666672
2016-05-01,1.3,0.040000000000000036,3.174603174603177,-0.24,-15.584415584415584
2016-06-01,1.17,-0.13000000000000012,-10.000000000000009,-0.51,-30.35714285714286
2016-07-01,1.07,-0.09999999999999987,-8.547008547008536,-0.5599999999999998,-34.35582822085889
2016-08-01,1.13,0.05999999999999983,5.607476635514002,-0.41000000000000014,-26.623376623376632
2016-09-01,1.18,0.050000000000000044,4.424778761061951,-0.31000000000000005,-20.805369127516784
2016-10-01,1.27,0.09000000000000008,7.627118644067804,-0.11999999999999988,-8.633093525179849
2016-11-01,1.6,0.33000000000000007,25.98425196850394,-0.06999999999999984,-4.191616766467057
2016-12-01,1.96,0.3599999999999999,22.499999999999993,0.26,15.294117647058824
2017-01-01,1.92,-0.040000000000000036,-2.040816326530614,0.3999999999999999,26.315789473684205
2017-02-01,1.9,-0.020000000000000018,-1.0416666666666676,0.6799999999999999,55.73770491803278
2017-03-01,2.01,0.10999999999999988,5.78947368421052,0.6299999999999999,45.65217391304348
2017-04-01,1.82,-0.18999999999999972,-9.452736318407947,0.56,44.44444444444445
2017-05-01,1.84,0.020000000000000018,1.0989010989010999,0.54,41.53846153846154
2017-06-01,1.77,-0.07000000000000006,-3.8043478260869596,0.6000000000000001,51.28205128205129
2017-07-01,1.87,0.10000000000000009,5.649717514124299,0.8,74.76635514018692
2017-08-01,1.78,-0.09000000000000008,-4.812834224598935,0.6500000000000001,57.52212389380532
2017-09-01,1.8,0.020000000000000018,1.1235955056179785,0.6200000000000001,52.542372881355945
2017-10-01,1.98,0.17999999999999994,9.999999999999996,0.71,55.90551181102362
2017-11-01,2.05,0.06999999999999984,3.5353535353535275,0.44999999999999973,28.124999999999982
2017-12-01,2.18,0.13000000000000034,6.341463414634163,0.2200000000000002,11.224489795918377
2018-01-01,2.38,0.19999999999999973,9.17431192660549,0.45999999999999996,23.958333333333332
2018-02-01,2.6,0.2200000000000002,9.243697478991605,0.7000000000000002,36.842105263157904
2018-03-01,2.63,0.029999999999999805,1.1538461538461462,0.6200000000000001,30.845771144278615
2018-04-01,2.7,0.07000000000000028,2.6615969581749157,0.8800000000000001,48.35164835164836
2018-05-01,2.82,0.11999999999999966,4.444444444444431,0.9799999999999998,53.26086956521737
2018-06-01,2.78,-0.040000000000000036,-1.4184397163120581,1.0099999999999998,57.06214689265535
2018-07-01,2.78,0.0,0.0,0.9099999999999997,48.66310160427806
2018-08-01,2.77,-0.009999999999999787,-0.35971223021581966,0.99,55.61797752808989
2018-09-01,2.89,0.1200000000000001,4.332129963898921,1.09,60.555555555555564
2018-10-01,3.0,0.10999999999999988,3.806228373702418,1.02,51.515151515151516
2018-11-01,2.95,-0.04999999999999982,-1.6666666666666607,0.9000000000000004,43.90243902439027
2018-12-01,2.68,-0.27,-9.152542372881356,0.5,22.93577981651376
2019-01-01,2.54,-0.14000000000000012,-5.22388059701493,0.16000000000000014,6.722689075630258
2019-02-01,2.49,-0.04999999999999982,-1.968503937007867,-0.10999999999999988,-4.230769230769226
2019-03-01,2.37,-0.1200000000000001,-4.819277108433739,-0.2599999999999998,-9.885931558935354
2019-04-01,2.33,-0.040000000000000036,-1.6877637130801704,-0.3700000000000001,-13.703703703703706
2019-05-01,2.19,-0.14000000000000012,-6.0085836909871295,-0.6299999999999999,-22.34042553191489
2019-06-01,1.83,-0.3599999999999999,-16.438356164383556,-0.9499999999999997,-34.17266187050359
2019-07-01,1.83,0.0,0.0,-0.9499999999999997,-34.17266187050359
2019-08-01,1.49,-0.3400000000000001,-18.5792349726776,-1.28,-46.20938628158845
2019-09-01,1.57,0.08000000000000007,5.369127516778528,-1.32,-45.674740484429066
2019-10-01,1.53,-0.040000000000000036,-2.5477707006369448,-1.47,-49.0
2019-11-01,1.64,0.10999999999999988,7.189542483660122,-1.3100000000000003,-44.406779661016955
2019-12-01,1.68,0.040000000000000036,2.4390243902439046,-1.0000000000000002,-37.313432835820905
2020-01-01,1.56,-0.11999999999999988,-7.142857142857137,-0.98,-38.582677165354326
2020-02-01,1.32,-0.24,-15.384615384615383,-1.1700000000000002,-46.98795180722892
2020-03-01,0.59,-0.7300000000000001,-55.30303030303031,-1.7800000000000002,-75.10548523206751
2020-04-01,0.39,-0.19999999999999996,-33.89830508474576,-1.94,-83.2618025751073
2020-05-01,0.34,-0.04999999999999999,-12.820512820512816,-1.8499999999999999,-84.47488584474885
2020-06-01,0.34,0.0,0.0,-1.49,-81.4207650273224
2020-07-01,0.28,-0.06,-17.64705882352941,-1.55,-84.69945355191257
2020-08-01,0.27,-0.010000000000000009,-3.571428571428574,-1.22,-81.87919463087249
2020-09-01,0.27,0.0,0.0,-1.3,-82.80254777070064
2020-10-01,0.34,0.07,25.925925925925924,-1.19,-77.77777777777777
2020-11-01,0.39,0.04999999999999999,14.705882352941172,-1.25,-76.21951219512195
2020-12-01,0.39,0.0,0.0,-1.29,-76.78571428571429
