DATE,WILL5000PR,Monthly Change,Percent Monthly Change,Yearly Change,Percent Yearly Change
2015-03-01,162.70492,-2.124010000000027,-1.2886148080922608,14.90352999999999,10.083484329883493
2015-04-01,163.42613,0.7212100000000135,0.4432625639101838,15.526029999999992,10.49764672234839
2015-05-01,165.17835,1.7522199999999941,1.0721786044863169,14.382019999999983,9.537380651107345
2015-06-01,162.00261,-3.1757399999999905,-1.9226127395024777,7.7641100000000165,5.033833964930946
2015-07-01,164.67165,2.6690399999999954,1.6475290120325812,13.469509999999985,8.908280001857106
2015-08-01,154.53093,-10.140719999999988,-6.1581456188724575,-2.5088799999999765,-1.5976076384707654
2015-09-01,150.07029,-4.460640000000012,-2.8865677570179713,-3.5480599999999924,-2.30965896977802
2015-10-01,161.90156,11.83126999999999,7.883818975761285,4.220589999999987,2.6766641529412123
2015-11-01,162.04343,0.1418700000000115,0.08762732119444155,0.7864399999999989,0.48769358773222726
2015-12-01,158.56785,-3.475580000000008,-2.1448447493366487,-2.3401800000000037,-1.4543587414500097
2016-01-01,149.7471,-8.820750000000004,-5.562760673112491,-6.548900000000003,-4.190062445616013
2016-02-01,149.27229,-0.47480999999999085,-0.31707458775494873,-15.556640000000016,-9.43805192450137
2016-03-01,159.53281,10.260520000000014,6.873693704303735,-3.172109999999975,-1.9496091451936273
2016-04-01,160.38712,0.8543099999999981,0.5355073981333358,-3.0390099999999904,-1.859561870552763
2016-05-01,162.87536,2.4882399999999905,1.5513963964188586,-2.302989999999994,-1.394244463635818
2016-06-01,163.08911,0.21375000000000455,0.131235320063148,1.086500000000001,0.6706682071356757
2016-07-01,169.30091,6.2117999999999824,3.808838002733587,4.629259999999988,2.8112064219918778
2016-08-01,169.29539,-0.005519999999989977,-0.0032604668220566433,14.764459999999985,9.554372060014124
2016-09-01,169.19895,-0.09644000000000119,-0.05696552044329216,19.128659999999996,12.74646700556119
2016-10-01,165.55075,-3.6482000000000028,-2.156159952529258,3.6491900000000044,2.2539560458836867
2016-11-01,172.63567,7.084920000000011,4.279606102660369,10.592240000000004,6.536667361336404
2016-12-01,175.9099,3.2742299999999886,1.896612675700212,17.34205,10.936674742074134
2017-01-01,178.84181,2.9319100000000162,1.6667111970389479,29.09471000000002,19.42923101682772
2017-02-01,185.08173,6.239919999999984,3.4890722700692773,35.809439999999995,23.989341893260963
2017-03-01,184.86707,-0.21465999999998076,-0.11598119382176769,25.33426,15.88028193072008
2017-04-01,186.60547,1.7383999999999844,0.9403513562474832,26.218349999999987,16.346917383390878
2017-05-01,188.04243,1.4369599999999991,0.7700524534462999,25.167069999999995,15.451735609364114
2017-06-01,189.40692,1.3644900000000177,0.7256287849502997,26.31781000000001,16.13707377518953
2017-07-01,192.75378,3.3468599999999924,1.7670209726233825,23.45287000000002,13.852772557454074
2017-08-01,192.74819,-0.005590000000012196,-0.002900072828668883,23.452799999999996,13.853182889386412
2017-09-01,197.13891,4.390720000000016,2.2779565400847686,27.939960000000013,16.513081198198932
2017-10-01,201.17296,4.034049999999979,2.0462982168258814,35.622209999999995,21.51739572306377
2017-11-01,206.76809,5.595130000000012,2.7812535044471245,34.132419999999996,19.771360113469015
2017-12-01,208.7206,1.9525099999999895,0.9442994806403587,32.8107,18.65199172985716
2018-01-01,219.4548,10.734200000000016,5.142856047749966,40.612989999999996,22.70889005205214
2018-02-01,210.92322,-8.53158000000002,-3.887625151056172,25.841489999999993,13.96220469735181
2018-03-01,206.16464,-4.758579999999995,-2.2560721384776867,21.29756999999998,11.520477930439412
2018-04-01,206.76189,0.5972500000000025,0.28969565294999305,20.156419999999997,10.801623339337265
2018-05-01,211.96127,5.199380000000019,2.514670377601994,23.918840000000017,12.719916457152792
2018-06-01,213.04852,1.0872499999999832,0.5129474832831409,23.641599999999983,12.481909319891788
2018-07-01,220.0757,7.0271800000000155,3.2983941873898095,27.321920000000006,14.174518393361732
2018-08-01,227.29963,7.223929999999996,3.2824750756217047,34.551440000000014,17.925688433183222
2018-09-01,227.3573,0.057670000000001664,0.02537179668968298,30.21839,15.32847574332231
2018-10-01,210.54924,-16.80806000000001,-7.39279539297837,9.376280000000008,4.660805309023643
2018-11-01,214.11045,3.5612099999999884,1.6913905744803392,7.342359999999985,3.551012150859441
2018-12-01,193.84798,-20.26246999999998,-9.463559578712752,-14.872619999999984,-7.12561194247237
2019-01-01,210.34615,16.498169999999988,8.51088053638732,-9.108650000000011,-4.150581349781373
2019-02-01,217.18211,6.83596,3.2498621914401573,6.258890000000008,2.9673783664027167
2019-03-01,220.10352,2.9214100000000087,1.3451430230602368,13.938880000000012,6.761043018822244
2019-04-01,228.68127,8.577750000000009,3.897143489572547,21.919380000000018,10.601266993641826
2019-05-01,213.27496,-15.406310000000019,-6.737023106439814,1.3136899999999798,0.619778320822469
2019-06-01,227.77073,14.495769999999993,6.796751948751973,14.72220999999999,6.910261568585405
2019-07-01,230.90944,3.138710000000003,1.3780128816376027,10.833739999999977,4.922733404914753
2019-08-01,225.67181,-5.237629999999996,-2.2682615314471315,-1.627820000000014,-0.716156027178757
2019-09-01,229.43422,3.762410000000017,1.6672042467333499,2.076920000000001,0.9135048665690528
2019-10-01,234.18094,4.746719999999982,2.068880570648956,23.631699999999995,11.223835336570199
2019-11-01,242.34888,8.167940000000016,3.487875657173473,28.238430000000022,13.188721054950856
2019-12-01,249.03149,6.682609999999983,2.757433828454244,55.183509999999984,28.467415549029703
2020-01-01,248.7674,-0.26408999999998173,-0.10604682965996859,38.421250000000015,18.265725329415357
2020-02-01,227.89355,-20.873850000000004,-8.390910545352808,10.71144000000001,4.932008442131817
2020-03-01,196.48157,-31.41198,-13.783619589058135,-23.62195,-10.732200012067048
2020-04-01,222.28422,25.80265,13.13235129381346,-6.397050000000007,-2.797365083725487
2020-05-01,233.35014,11.065920000000006,4.978275111026777,20.075180000000017,9.412816206834604
2020-06-01,238.47507,5.124929999999978,2.196240379371522,10.704340000000002,4.699611754328576
2020-07-01,251.69629,13.221220000000017,5.544067981613347,20.786850000000015,9.002165524285198
2020-08-01,269.64352,17.94723000000002,7.130510346417907,43.97171000000003,19.48480406126048
2020-09-01,259.20546,-10.438060000000007,-3.871059093131556,29.771240000000006,12.975937068149646
2020-10-01,253.23908,-5.966380000000015,-2.301795648903389,19.05814000000001,8.138211418913944
2020-11-01,283.14047,29.901389999999992,11.807573301877417,40.791589999999985,16.831763365277357
2020-12-01,295.38631,12.245839999999987,4.3250051820568025,46.35481999999999,18.61403953371519
