DATE,NASDAQCOM,NASDAQCOM Mon_Chg,NASDAQCOM Per_Mon_Chg,NASDAQCOM Yr_Chg,NASDAQCOM Per_Yr_Chg,WILL5000,WILL5000 Mon_Chg,WILL5000 Per_Mon_Chg,WILL5000 Yr_Chg,WILL5000 Per_Yr_Chg
2005-10-01,53.80994,-0.7966300000000004,-1.458853760637228,3.687739999999998,7.357498274217808,91.02922,-1.8074700000000088,-1.9469349887420688,7.461629999999999,8.928856270714519
2005-11-01,56.66552,2.855580000000004,5.306789043065284,3.4517200000000017,6.486512897030473,94.45219,3.4229700000000065,3.7602980669284074,7.1391200000000055,8.176462011930179
2005-12-01,55.96762,-0.6979000000000042,-1.231613157348603,0.7583099999999945,1.3735183431924698,94.4565,0.0043100000000038,0.0045631551793598,4.124600000000001,4.56605031002337
2006-01-01,58.51815,2.550530000000002,4.5571528680333415,6.177369999999996,11.802212347618807,97.72838,3.271879999999996,3.4639013725894943,9.847009999999996,11.204889045311877
2006-02-01,57.89816,-0.6199900000000014,-1.0594832543407495,5.828669999999995,11.194021681410735,97.50972,-0.2186599999999998,-0.2237425812235912,7.870689999999996,8.780427454424702
2006-03-01,59.38026,1.4821000000000026,2.55983955275954,8.642890000000001,17.034564464023266,99.1757,1.665980000000005,1.708527108887201,11.21875,12.754819261013484
2006-04-01,58.94324,-0.4370199999999968,-0.7359684851497734,10.174730000000004,20.863319383758096,100.16537,0.9896699999999896,0.99789565387488,14.246799999999991,16.581747112411197
2006-05-01,55.29661,-3.646630000000002,-6.186680610024155,2.80838,5.350494768065144,96.76379,-3.401579999999996,-3.3959640941774545,7.739770000000007,8.6940243767918
2006-06-01,55.12429,-0.1723199999999991,-0.3116285067023081,2.921820000000004,5.597091478621613,96.81247,0.0486800000000045,0.0503080749524222,7.197090000000003,8.031087967266336
2006-07-01,53.07828,-2.0460100000000025,-3.711630571568364,-2.369329999999998,-4.273096712374073,96.59986,-0.2126099999999979,-0.2196101390657608,3.381930000000011,3.627982299113498
2006-08-01,55.4202,2.341920000000002,4.412200244619837,0.8034800000000004,1.4711245933479715,98.64594,2.046079999999989,2.118098307802919,6.442479999999989,6.987243211914161
2006-09-01,57.31547,1.8952699999999965,3.4198180446840616,2.7089,4.960758384934267,100.69437,2.0484300000000104,2.0765477018111547,7.857680000000002,8.463981212600322
2006-10-01,60.06345,2.7479800000000054,4.794482187793288,6.253510000000006,11.621477370166192,104.241,3.5466299999999933,3.522173086737613,13.211780000000005,14.513779201887049
2006-11-01,61.71457,1.6511199999999988,2.748959641845413,5.049050000000001,8.910268537198638,106.35669,2.1156900000000007,2.029614067401502,11.9045,12.603731051656927
2006-12-01,61.29633,-0.4182400000000044,-0.6777005818885303,5.328710000000001,9.521058783632396,107.44636,1.089669999999998,1.0245429789136895,12.989859999999991,13.752213982097572
2007-01-01,62.53074,1.234410000000004,2.013839980305516,4.012590000000003,6.857000776682113,109.38089,1.9345299999999952,1.8004611789547782,11.652509999999992,11.92336351016971
2007-02-01,61.31816,-1.2125800000000029,-1.9391742365435023,3.4200000000000017,5.906923466997919,107.4317,-1.9491899999999875,-1.7820206070731253,9.921980000000003,10.175375336940771
2007-03-01,61.45748,0.1393199999999979,0.2272083832913412,2.077219999999997,3.49816588879873,108.49099,1.05928999999999,0.9860125084123122,9.31528999999999,9.392714142678086
2007-04-01,64.08289,2.6254100000000093,4.2719128737462215,5.139650000000003,8.719659794744915,112.72986,4.238870000000006,3.907117079492045,12.564490000000006,12.543746406567466
2007-05-01,66.0987,2.015809999999988,3.145629043883613,10.802089999999993,19.534814159493667,116.6197,3.889839999999992,3.45058531963048,19.855909999999994,20.519979632877128
2007-06-01,66.06596,-0.0327399999999897,-0.0495319877697893,10.941670000000002,19.849090119800188,114.60612,-2.0135799999999904,-1.7266208024887653,17.79365,18.37950214471338
2007-07-01,64.6204,-1.4455600000000004,-2.188055694642143,11.542120000000004,21.74546726080801,110.60306,-4.003060000000005,-3.4928850221960266,14.003199999999993,14.496087261410102
2007-08-01,65.89161,1.2712099999999964,1.967196117634673,10.47141,18.894572737016464,111.91955,1.3164900000000015,1.1902835238012417,13.273610000000003,13.455809737329286
2007-09-01,68.5599,2.668289999999999,4.049514042834891,11.24443,19.61849043547929,115.77522,3.855670000000004,3.445037082440024,15.080849999999998,14.97685521047502
2007-10-01,72.56005,4.000150000000005,5.834533014196353,12.4966,20.80566467627151,117.86984,2.094619999999992,1.8092127140850969,13.628839999999997,13.074356539173642
2007-11-01,67.53106,-5.028990000000007,-6.930797318910346,5.816489999999995,9.424824640275377,112.38748,-5.48236,-4.651198304842019,6.030789999999996,5.670343821343064
2007-12-01,67.31077,-0.2202899999999914,-0.3262054527205577,6.014440000000008,9.812071946232356,111.51118,-0.8763000000000005,-0.7797131851341453,4.064819999999997,3.783115593678555
2008-01-01,60.65096,-6.659810000000007,-9.894122441327008,-1.879780000000004,-3.0061694456198724,104.6304,-6.8807800000000015,-6.170484430350394,-4.750489999999999,-4.3430712622652825
2008-02-01,57.64666,-3.0043000000000006,-4.953425304397491,-3.6715000000000018,-5.987622590110339,101.26517,-3.365229999999997,-3.2163023366058017,-6.166530000000009,-5.739953849748266
2008-03-01,57.84004,0.1933800000000047,0.3354574228585052,-3.617439999999995,-5.886085794601398,100.40429,-0.8608799999999945,-0.8501244801149246,-8.086699999999993,-7.453798697937952
2008-04-01,61.23314,3.393099999999997,5.866351406395979,-2.8497500000000078,-4.446974847732378,105.29242,4.888130000000004,4.868447354191742,-7.437439999999995,-6.597577607210721
2008-05-01,64.02122,2.788080000000001,4.553220690626025,-2.077479999999994,-3.1429967609045177,107.2791,1.986679999999993,1.886821482496074,-9.340599999999997,-8.009452948344057
2008-06-01,58.19229,-5.82893,-9.104684353094177,-7.873670000000004,-11.917892360907196,98.38073,-8.89837,-8.294597922614937,-16.225390000000004,-14.157524921007711
2008-07-01,59.01887,0.8265799999999999,1.420428720024594,-5.601530000000004,-8.668361693830438,97.39619,-0.9845399999999956,-1.0007447596699024,-13.206869999999997,-11.940781746906454
2008-08-01,60.084,1.0651300000000037,1.804727877710982,-5.807609999999997,-8.813883892046343,98.72342,1.32723,1.3627124428583912,-13.196129999999997,-11.790728250783706
2008-09-01,52.84632,-7.237680000000003,-12.04593569003396,-15.71358,-22.919490839397376,89.38357,-9.339849999999998,-9.46062241360763,-26.39165,-22.795594774080325
2008-10-01,43.67505,-9.17127,-17.3546048239499,-28.885000000000005,-39.80840696774603,73.55717,-15.826400000000008,-17.706162329385595,-44.31267,-37.59457890160876
2008-11-01,38.9704,-4.704650000000001,-10.771939585644438,-28.56066,-42.29262801442773,67.46441,-6.092759999999998,-8.283026658040269,-44.92307,-39.97159648031969
2008-12-01,40.02259,1.052190000000003,2.6999722866586,-27.288180000000004,-40.54058510993115,68.45235,0.9879399999999948,1.4643869263808795,-43.05883,-38.61391297267234
2009-01-01,37.46926,-2.5533300000000025,-6.379722051971156,-23.1817,-38.2214889920951,62.77196,-5.680389999999996,-8.298312621845701,-41.85844,-40.006002079701496
2009-02-01,34.96745,-2.501809999999999,-6.676966665474576,-22.67921,-39.34175891543413,56.04877,-6.723190000000002,-10.710498764097858,-45.2164,-44.65148283462123
2009-03-01,38.79325,3.825800000000001,10.941032302898842,-19.04679,-32.930112081526914,60.79972,4.750950000000003,8.476457199685209,-39.60457,-39.44509741565824
2009-04-01,43.58242,4.789169999999999,12.345369361937962,-17.65072,-28.825436683469118,67.0862,6.2864800000000045,10.339652879980376,-38.20622,-36.2858219043688
2009-05-01,45.02976,1.447340000000004,3.320926189963761,-18.99146,-29.66432067367663,70.47024,3.384039999999999,5.044316118665238,-36.80886,-34.311305743616415
2009-06-01,46.57048,1.5407200000000003,3.421559430918576,-11.621809999999996,-19.971391399101147,70.63282,0.1625799999999913,0.2307073170177812,-27.747910000000005,-28.204618932996333
2009-07-01,50.21128,3.640799999999999,7.817827945943436,-8.807589999999998,-14.923345702823518,76.04043,5.407610000000005,7.655945210739151,-21.355760000000004,-21.9266893294286
2009-08-01,50.98684,0.7755599999999987,1.5445931671130444,-9.097160000000002,-15.140736302509822,78.70833,2.667900000000003,3.508528292120393,-20.01509,-20.273902585627603
2009-09-01,53.86374,2.876899999999999,5.642436362010274,1.017420000000001,1.925242855131637,81.86041,3.152079999999998,4.004760360180425,-7.523160000000004,-8.416714615448907
2009-10-01,51.90173,-1.9620099999999996,-3.642543202532909,8.226680000000002,18.836108945496346,79.76943,-2.090980000000002,-2.5543238789055684,6.212260000000001,8.445485327942878
2009-11-01,54.42664,2.5249099999999984,4.864789670787464,15.45624,39.661486666803526,84.19757,4.428139999999999,5.551174177877414,16.733159999999998,24.80294424867867
2009-12-01,57.58752,3.160879999999999,5.8075971619780296,17.564929999999997,43.88753951206056,86.32831,2.130740000000003,2.530643105258267,17.875960000000006,26.114457721320026
2010-01-01,54.49643,-3.091090000000001,-5.367638682825725,17.027169999999998,45.44303783955167,83.25226,-3.076049999999995,-3.5631996039306166,20.480300000000007,32.626510308105736
2010-02-01,56.80358,2.30715,4.233580071208334,21.83613,62.44701858442636,85.86083,2.6085700000000003,3.1333323563828777,29.81206000000001,53.18949907375311
2010-03-01,60.85652,4.052940000000007,7.135008039986223,22.063270000000003,56.873992253807046,91.07094,5.210109999999986,6.068087159185376,30.271219999999992,49.78842007825035
2010-04-01,62.4612,1.6046799999999948,2.6368251092898425,18.87878,43.31742018914966,92.90275,1.8318100000000044,2.0114100063093723,25.816549999999992,38.48265366051437
2010-05-01,57.28019,-5.181010000000001,-8.294765390354334,12.250429999999994,27.20518608138261,85.36758,-7.535169999999994,-8.1108148036522,14.89734,21.13990246095373
2010-06-01,53.52926,-3.7509299999999968,-6.548389591584799,6.958779999999997,14.942469993867352,80.53107,-4.836510000000004,-5.665511427171772,9.898250000000004,14.013669566074247
2010-07-01,57.22081,3.69155,6.896321750011114,7.009529999999998,13.960070326826957,86.00428,5.473209999999995,6.796395478167612,9.963849999999994,13.103358305575066
2010-08-01,53.65082,-3.569989999999997,-6.238971451120663,2.6639800000000022,5.224838409283654,81.80864,-4.195639999999997,-4.878408376885426,3.100309999999993,3.938985873540949
2010-09-01,60.11192,6.461099999999995,12.042872783677854,6.248179999999998,11.599974305534666,89.28992,7.481279999999998,9.144853159764052,7.429509999999993,9.07582798571372
2010-10-01,63.63419,3.522269999999999,5.859520041948417,11.732459999999996,22.60514244900892,92.66232,3.372399999999999,3.7769100924270056,12.892889999999994,16.162695408504227
2010-11-01,63.40122,-0.2329699999999945,-0.3661082194964603,8.974580000000003,16.489314791433024,92.95196,0.2896400000000056,0.3125758129086404,8.75439,10.397437835795024
2010-12-01,67.32575,3.924529999999997,6.189991296697441,9.73823,16.910313206750356,99.17426,6.222300000000004,6.69410306140936,12.845950000000002,14.880344582211794
2011-01-01,68.52386,1.1981099999999998,1.7795717091900198,14.027430000000004,25.740089763678103,101.2131,2.0388399999999933,2.055815692499237,17.96083999999999,21.573996910113895
2011-02-01,70.60972,2.0858599999999967,3.0439908084570786,13.80614,24.305052604078828,104.61838,3.4052800000000047,3.3644656669937048,18.757549999999995,21.84645780852572
2011-03-01,70.57926,-0.0304599999999908,-0.043138536734023,9.722740000000002,15.976496848653197,104.84316,0.2247799999999955,0.2148570834302687,13.772220000000004,15.122518774924258
2011-04-01,72.92601,2.34675,3.324985271877319,10.464810000000009,16.754096943382464,107.78263,2.93947,2.803683139653555,14.87988,16.016619529561826
2011-05-01,71.95554,-0.970470000000006,-1.3307597659600543,14.675350000000002,25.620288619852698,106.29124,-1.4913899999999956,-1.3837016224228298,20.92366,24.51007747906172
2011-06-01,70.38766,-1.5678800000000024,-2.1789566168220023,16.858399999999996,31.4938035758387,104.25437,-2.0368700000000075,-1.9163103187054809,23.723299999999995,29.45856797879377
2011-07-01,69.95267,-0.4349899999999991,-0.6179918468663387,12.731859999999998,22.25040155845399,101.9015,-2.352869999999996,-2.256855036388399,15.897220000000004,18.484219622558324
2011-08-01,65.46271,-4.489959999999996,-6.418568440632782,11.811889999999998,22.01623386184964,95.60164,-6.299859999999995,-6.182303498967135,13.793000000000006,16.86007737080094
2011-09-01,61.29912,-4.163589999999999,-6.360246925310607,1.1872000000000045,1.9749826656676488,88.14167,-7.459969999999998,-7.803182037462954,-1.1482499999999902,-1.2859794252251433
2011-10-01,68.12618,6.827060000000003,11.13728875716324,4.491990000000008,7.059082546662429,98.0462,9.904529999999994,11.23705734189061,5.383880000000005,5.810214982745959
2011-11-01,66.50018,-1.6260000000000048,-2.386747649728789,3.098959999999998,4.887855470289054,97.49256,-0.5536400000000015,-0.5646725727259205,4.540599999999998,4.884888925419107
2011-12-01,66.11469,-0.3854900000000043,-0.5796826414605258,-1.2110600000000034,-1.7988065487573528,98.21104,0.7184799999999996,0.7369587997278967,-0.9632200000000068,-0.9712399164864016
2012-01-01,71.41092,5.296230000000008,8.010670548406123,2.8870600000000053,4.2132185781711735,102.94355,4.732510000000005,4.818714881748534,1.7304500000000047,1.709709513887041
2012-02-01,75.29509,3.8841699999999975,5.439182130688132,4.685370000000006,6.635587848245264,107.05122,4.107669999999999,3.9902159970197246,2.432839999999999,2.325442240646432
2012-03-01,78.45927,3.1641800000000018,4.202372292801565,7.880009999999999,11.16476710013678,110.2005,3.1492800000000045,2.9418441004222133,5.357340000000008,5.109861244167009
2012-04-01,77.31191,-1.1473600000000062,-1.4623638481469508,4.385899999999992,6.014177931851739,109.29798,-0.9025200000000098,-0.8189799501817231,1.515349999999998,1.4059315494528182
2012-05-01,71.75352,-5.558390000000003,-7.189564971296147,-0.2020200000000045,-0.2807567005959576,102.32226,-6.975719999999996,-6.382295445899362,-3.968980000000002,-3.734061245310528
2012-06-01,74.48729,2.733770000000007,3.809945491175913,4.099630000000005,5.824358985651753,106.18867,3.866410000000002,3.7786596973131767,1.9343000000000077,1.855365870994192
2012-07-01,74.60048,0.113190000000003,0.1519588106910628,4.647810000000007,6.644221014008482,107.1757,0.9870300000000044,0.9295059444665842,5.274200000000008,5.17578249584158
2012-08-01,77.83471,3.2342299999999966,4.3354010590816525,12.372,18.89930924032934,109.47227,2.2965699999999885,2.1428084911038496,13.870629999999991,14.508778301292727
2012-09-01,79.08511,1.250399999999999,1.606481221552697,17.785989999999998,29.01508210884593,112.12506,2.65279000000001,2.4232529388492723,23.98339,27.210047188804115
2012-10-01,75.5575,-3.527609999999996,-4.460523605518151,7.431319999999999,10.908170691502148,110.01382,-2.1112400000000093,-1.8829332176054212,11.967619999999997,12.206102837233871
2012-11-01,76.39524,0.8377399999999966,1.1087449955331987,9.89506,14.879749197671346,110.44055,0.4267300000000062,0.3878876308449304,12.947990000000004,13.281003186294429
2012-12-01,76.6305,0.2352599999999967,0.307951123656391,10.515810000000002,15.905406196414145,111.55577,1.1152199999999937,1.0097921460912622,13.344729999999998,13.587810494624636
2013-01-01,79.74241,3.111910000000009,4.060928742472004,8.331490000000002,11.666969141414228,117.47144,5.915670000000006,5.302881240477302,14.52789,14.112482035057075
2013-02-01,80.20074,0.4583299999999894,0.5747631655476545,4.905649999999994,6.515232268133279,118.72059,1.2491500000000002,1.063364848511264,11.66937,10.900735180785423
2013-03-01,82.92461,2.723870000000005,3.3963152958439102,4.465339999999998,5.691284152911438,123.11456,4.393969999999996,3.7011018897395935,12.914059999999992,11.718694561276935
2013-04-01,84.47955,1.554940000000002,1.8751248875333897,7.167640000000006,9.271068325695234,125.12573,2.011170000000007,1.633576077435526,15.827750000000009,14.481283185654492
2013-05-01,87.70566,3.226109999999992,3.818805853014121,15.95214,22.23185705732625,127.70951,2.58377999999999,2.064946993715833,25.387249999999995,24.81107239030881
2013-06-01,86.36923,-1.336429999999993,-1.5237671092150642,11.88194,15.95163416470112,125.88027,-1.8292399999999984,-1.4323443884484397,19.691599999999998,18.543974606707096
2013-07-01,92.03167,5.662440000000004,6.556084846420425,17.43119,23.36605608971953,132.57466,6.694389999999999,5.318061361005977,25.398959999999988,23.69843164075437
2013-08-01,91.10536,-0.9263100000000009,-1.006512214762593,13.270650000000003,17.049784087330707,128.45762,-4.117040000000003,-3.105450166721154,18.98535,17.34261105574955
2013-09-01,95.71434,4.6089800000000025,5.058955916534441,16.629230000000007,21.02700495706462,132.82492,4.3673,3.3997983148060817,20.699859999999987,18.461403721879822
2013-10-01,99.47619,3.761849999999996,3.930288815657085,23.91869,31.65627502233398,138.39057,5.565650000000005,4.19021520961579,28.37675,25.793804814704192
