DATE,MORTGAGE15US_Monthly Change,MORTGAGE30US_Monthly Change,MORTGAGE5US_Monthly Change,Rent Index Mon_Chg,NASDAQCOM Mon_Chg,WILL5000 Per_Mon_Chg,House Completed,House Under Construction,5yr_Maturity Per_Mon_Chg,10yr_Maturity Per_Mon_Chg,30yr_Maturity Per_Mon_Chg,CPI Mon_Chg,House Index Monthly Change,Year,Month,Unemployment Rate,Unemployment Rate - Black or African American,Unemployment Rate - White,Insured Unemployment Rate,Number Unemployed for 27 Weeks & Over,EMRATIO,Personal Income,Real Personal Income,Job Openings- Total Nonfarm,AverageHourlySalary-Private,Median Sales Price for New Houses Sold,Real Private Residential Fixed Investment,Total Construction Spending- Residential,Monthly Supply of Houses in the United States,Homeownership Rate for the United States
2002-09-01,-0.1944999999999996,-0.1974999999999998,,0.2763900000000063,-3.62379,-10.173403794390946,13.31,6.91,-10.638297872340427,-12.31884057971014,-6.060606060606066,0.1771999999999991,0.9480000000000076,2002,9,5.7,9.7,5.1,2.35,1580,63.0,9189.0,11317.786,3301.0,,177500.0,,400059.0,3.9,
2002-10-01,-0.0075000000000002,0.0199999999999995,,0.2763999999999953,4.0019300000000015,7.5085899306337955,12.86,6.94,0.3401360544217766,8.264462809917363,4.435483870967737,0.2362600000000014,0.9549999999999984,2002,10,5.7,9.8,5.1,2.35,1653,62.7,9222.7,11338.134,3479.0,,189200.0,707.157,402091.0,4.0,68.2
2002-11-01,-0.0359999999999995,-0.0445000000000002,,0.3316700000000026,3.7821500000000015,5.855825477112079,14.01,6.95,3.389830508474564,7.37913486005088,0.0,0.1771999999999991,0.9339999999999976,2002,11,5.9,10.7,5.1,2.54,1743,62.5,9253.9,11365.197,3514.0,,181200.0,,406609.0,4.0,
2002-12-01,-0.0140000000000002,-0.0204999999999992,,0.2763999999999953,-3.63597,-5.691596642928435,13.49,7.0,-0.6557377049180334,-9.241706161137431,-0.965250965250962,0.1771999999999991,0.9539999999999936,2002,12,6.0,11.3,5.1,2.875,1924,62.4,9287.8,11396.951,3169.0,,197600.0,,416844.0,4.0,
2003-01-01,-0.1459999999999999,-0.1314999999999999,,0.4422300000000092,-0.3705199999999991,-2.614347576289205,13.17,7.17,0.6600660066006607,4.438642297650128,0.1949317738791381,0.4725399999999951,0.8390000000000128,2003,1,5.8,10.5,5.2,3.3,1760,62.5,9295.1,11374.851,3441.0,,181700.0,720.182,423049.0,4.0,68.1
2003-02-01,-0.0840000000000005,-0.0735000000000001,,0.1658399999999886,0.4215299999999971,-1.876549699231952,13.42,7.15,-4.918032786885243,-7.250000000000001,-2.3346303501945544,0.5906599999999997,0.8949999999999818,2003,2,5.9,10.7,5.1,3.25,1864,62.5,9305.6,11342.881,3229.0,,187000.0,,422705.0,4.5,
2003-03-01,-0.1549999999999993,-0.0975000000000001,,0.2764000000000095,0.0926299999999997,0.9941634983828138,13.05,7.21,-4.137931034482762,3.234501347708898,0.1992031872510095,0.1771999999999991,0.7920000000000016,2003,3,5.9,10.3,5.1,3.18,1798,62.4,9344.6,11364.418,3099.0,,185100.0,,418232.0,4.1,
2003-04-01,0.0524999999999993,0.0674999999999999,,0.2763899999999921,3.1251099999999994,8.074038861430513,13.5,7.23,5.395683453237423,1.5665796344647531,1.9880715705765333,-0.4134600000000006,0.7369999999999948,2003,4,6.0,10.9,5.3,2.925,1927,62.4,9364.6,11411.466,3108.0,,189500.0,731.656,425493.0,4.1,68.2
2003-05-01,-0.2574999999999994,-0.3285,,0.2764000000000095,3.339800000000004,5.94025219149037,13.9,7.24,-13.99317406143345,-13.367609254498714,-7.212475633528268,-0.1771999999999991,0.8500000000000227,2003,5,6.1,10.9,5.4,2.7,1929,62.3,9423.2,11498.265,3289.0,,195500.0,,426270.0,3.9,
2003-06-01,-0.2324999999999999,-0.2539999999999995,,0.1658299999999997,0.6824299999999965,1.339969723776833,13.54,7.37,-9.92063492063492,5.044510385756674,-2.941176470588229,0.1181300000000078,0.914999999999992,2003,6,6.3,11.5,5.5,2.675,2100,62.3,9465.6,11539.2,3390.0,,187900.0,,436163.0,3.5,
2003-07-01,0.3399999999999998,0.4024999999999998,,0.2763999999999953,2.847970000000004,2.277456373984573,14.24,7.44,26.43171806167401,26.8361581920904,11.038961038961034,0.3543999999999982,1.1260000000000048,2003,7,6.2,10.9,5.4,2.85,1972,62.1,9501.3,11549.941,2981.0,,190200.0,773.589,454040.0,3.6,68.3
2003-08-01,0.6204999999999998,0.6315,,0.2211199999999991,1.9142999999999968,2.25396554180703,13.29,7.56,17.421602787456443,-0.8908685968819607,6.23781676413256,0.4725399999999951,1.1920000000000073,2003,8,6.1,10.9,5.4,2.62,1995,62.1,9544.5,11565.037,3190.0,,190500.0,,458676.0,3.5,
2003-09-01,-0.1305000000000005,-0.1165000000000002,,0.2763900000000063,-0.5966499999999968,-1.2371883958000822,14.13,7.69,-5.637982195845695,-11.011235955056184,-3.11926605504587,0.3543999999999982,1.3259999999999934,2003,9,6.1,11.1,5.3,2.4,2014,62.0,9580.9,11574.945,3091.0,,192000.0,,463954.0,3.8,
2003-10-01,-0.1834999999999995,-0.1955,,0.1105599999999924,3.686729999999997,5.957088865412706,14.79,7.81,0.3144654088050247,9.343434343434346,0.3787878787878707,-0.1181399999999968,1.2390000000000043,2003,10,6.0,11.4,5.1,2.325,1959,62.1,9617.8,11620.297,3305.0,,194100.0,796.615,475234.0,3.8,68.5
2003-11-01,-0.0015,-0.0194999999999998,,0.2763999999999953,0.7118600000000015,1.248964469361889,14.39,7.94,3.134796238244517,0.2309468822170851,-0.943396226415091,0.0590700000000055,1.2620000000000005,2003,11,5.8,10.2,5.2,2.46,2006,62.3,9688.0,11690.647,3324.0,,207100.0,,490441.0,4.1,
2003-12-01,-0.0685000000000002,-0.0564999999999997,,0.1658299999999997,1.094070000000002,4.321867849728815,14.34,8.12,-0.6079027355623106,-1.6129032258064582,-0.7619047619047626,0.2953299999999927,1.3859999999999957,2003,12,5.7,10.1,5.0,2.725,1931,62.2,9719.3,11701.031,3414.0,,196000.0,,508637.0,4.0,
2004-01-01,-0.189,-0.1634999999999999,,0.2211199999999991,1.5932599999999937,2.1257189648939208,14.34,8.18,-4.58715596330275,-2.576112412177973,-1.5355086372360858,0.4725399999999951,1.4669999999999843,2004,1,5.7,10.4,5.0,3.1,1911,62.3,9737.2,11673.666,3424.0,,209500.0,805.874,503659.0,3.8,68.7
2004-02-01,-0.0774999999999996,-0.0775000000000005,,0.2764000000000095,-0.921999999999997,1.3028128084094754,14.47,8.18,-1.602564102564111,-4.08653846153846,-0.974658869395708,0.2362600000000014,1.545000000000016,2004,2,5.6,9.7,4.9,2.975,1856,62.3,9772.3,11688.277,3532.0,,219600.0,,505081.0,3.7,
2004-03-01,-0.1974999999999998,-0.1899999999999995,,0.2763899999999921,-0.9034800000000018,-1.1945806143269917,14.91,8.37,-9.120521172638432,-3.2581453634085293,-3.543307086614168,0.2362700000000046,1.8669999999999904,2004,3,5.8,10.3,5.1,2.725,1983,62.2,9824.2,11730.978,3525.0,,209600.0,,511829.0,3.6,
2004-04-01,0.4180000000000001,0.3849999999999998,,0.3316800000000057,-1.879779999999997,-2.226204666866883,16.45,8.38,21.505376344086024,17.357512953367884,7.755102040816324,0.1771999999999991,1.5330000000000157,2004,4,5.6,9.8,5.0,2.425,1805,62.3,9880.9,11777.237,3511.0,,222300.0,831.424,517912.0,4.0,69.4
2004-05-01,0.4794999999999998,0.4399999999999995,,0.3316700000000026,1.689949999999996,1.2285839910341796,15.05,8.53,13.569321533923304,2.8697571743929338,4.3560606060605975,0.4725300000000061,1.5909999999999798,2004,5,5.6,10.1,4.9,2.16,1799,62.3,9969.6,11844.274,3710.0,,211700.0,,528180.0,3.8,
2004-06-01,0.0224999999999999,0.0175,,0.3316799999999915,1.54936,1.9981303703416688,15.21,8.55,2.0779220779220795,-0.858369098712447,-0.5444646098003514,0.4134699999999895,1.6640000000000157,2004,6,5.6,10.2,5.0,2.175,1847,62.4,10010.3,11858.492,3337.0,,215700.0,,533358.0,3.9,
2004-07-01,-0.1959999999999997,-0.2314999999999996,,0.2763900000000063,-4.071469999999998,-3.840249915354175,15.46,8.59,-6.106870229007639,-2.5974025974026,-3.102189781021913,0.118140000000011,1.4879999999999995,2004,7,5.5,11.0,4.7,2.24,1681,62.5,10054.1,11898.458,3814.0,,212400.0,837.354,549031.0,4.5,68.9
2004-08-01,-0.2040000000000006,-0.1885000000000003,,0.3316800000000057,-1.2501400000000018,0.1760772260738099,15.54,8.67,-5.962059620596199,-8.222222222222225,-3.013182674199609,0.0590599999999881,1.2959999999999925,2004,8,5.4,10.5,4.7,2.1,1640,62.4,10098.6,11944.486,3541.0,,218100.0,,557411.0,4.3,
2004-09-01,-0.1159999999999996,-0.1135000000000001,,0.2763899999999921,1.4907299999999992,1.474553546615104,15.33,8.7,-3.170028818443813,0.2421307506053217,-3.300970873786406,0.3544000000000125,1.5459999999999925,2004,9,5.4,10.3,4.6,1.925,1702,62.3,10131.5,11959.694,3821.0,,211600.0,,552375.0,4.1,
2004-10-01,-0.0289999999999999,-0.0314999999999994,,0.1658400000000028,1.9833300000000025,1.493788260144452,15.39,8.8,-0.2976190476190413,-2.1739130434782576,-0.8032128514056232,0.5906699999999887,1.5730000000000075,2004,10,5.5,10.8,4.6,1.86,1737,62.3,10184.1,11970.427,3943.0,,229200.0,848.905,556425.0,3.9,69.1
2004-11-01,0.0199999999999995,0.0075000000000002,,0.1658400000000028,3.0916,4.4819768046440025,14.64,8.84,5.3731343283582005,7.654320987654334,0.2024291497975665,0.5316000000000116,1.7779999999999916,2004,11,5.4,10.7,4.6,2.0,1702,62.5,10202.0,11945.706,3472.0,,224500.0,,555944.0,4.3,
2004-12-01,0.0430000000000001,0.0219999999999993,,0.3316699999999883,1.995510000000003,3.457477786544452,16.55,8.91,1.9830028328611984,-2.752293577981653,-0.8080808080808087,0.0,1.802000000000021,2004,12,5.4,10.7,4.5,2.2,1653,62.4,10556.1,12354.11,4074.0,,229600.0,,571871.0,4.1,
2005-01-01,-0.0054999999999996,-0.0419999999999998,,0.3316800000000057,-2.86853,-2.712806882175621,15.89,9.04,3.055555555555552,-2.358490566037748,-2.851323828920582,-0.0590700000000055,1.9579999999999984,2005,1,5.3,10.6,4.5,2.62,1648,62.4,10292.1,12029.712,3804.0,,223100.0,868.948,581168.0,4.4,69.2
2005-02-01,-0.0224999999999999,-0.0824999999999995,-0.0149999999999996,0.3316700000000026,-0.2712900000000005,2.000037095461759,16.08,9.18,1.617250673854449,5.314009661835764,-4.40251572327044,0.4725399999999951,2.055999999999983,2005,2,5.4,10.9,4.6,2.5,1628,62.4,10329.4,12040.24,3965.0,,237300.0,,594003.0,4.3,
2005-03-01,0.314,0.3004999999999995,0.2735000000000003,0.2763999999999953,-1.3321200000000033,-1.8765040183946649,15.24,9.08,10.610079575596815,3.21100917431192,4.605263157894736,0.4134700000000038,2.4680000000000177,2005,3,5.2,10.5,4.5,2.35,1660,62.4,10393.9,12080.643,4044.0,,229300.0,,597200.0,4.1,
2005-04-01,-0.0565000000000006,-0.0729999999999995,-0.0310000000000005,0.3316800000000057,-1.96886,-2.3174746282130103,16.26,9.12,-4.0767386091127085,-6.4444444444444455,-2.5157232704402355,0.3543999999999982,1.688999999999993,2005,4,5.2,10.3,4.4,2.08,1609,62.7,10457.5,12122.341,4159.0,,236300.0,884.989,603975.0,4.3,68.7
2005-05-01,-0.1274999999999995,-0.1350000000000006,-0.1374999999999993,0.2763899999999921,3.7197200000000015,3.614410714703457,17.5,9.13,-3.749999999999998,-4.988123515439429,-3.440860215053766,-0.0590700000000055,1.8499999999999943,2005,5,5.1,10.1,4.4,1.875,1538,62.8,10511.5,12179.018,3797.0,,228300.0,,609170.0,4.2,
2005-06-01,-0.1120000000000001,-0.1379999999999999,-0.0635000000000003,0.2764000000000095,-0.2857600000000033,0.6642701598961818,16.79,9.13,-2.0779220779220795,-1.500000000000001,-4.677060133630288,0.0590700000000055,1.8389999999999984,2005,6,5.0,10.2,4.3,1.9,1375,62.7,10546.6,12212.817,4062.0,,226100.0,,622726.0,4.3,
2005-07-01,0.1094999999999997,0.1130000000000004,0.1535000000000002,0.3869499999999988,3.2451399999999992,4.020013082575774,16.39,9.2,5.570291777188328,8.62944162436549,2.3364485981308327,0.7087999999999965,1.6690000000000111,2005,7,5.0,9.2,4.2,2.0,1380,62.8,10599.9,12222.897,4256.0,,229200.0,894.69,634572.0,4.2,68.7
2005-08-01,0.1225000000000005,0.125,0.1174999999999997,0.2211199999999991,-0.8308899999999966,-1.088277759439615,16.49,9.33,3.517587939698496,-6.074766355140202,1.3698630136986416,0.7088000000000108,1.5829999999999984,2005,8,4.9,9.7,4.2,1.875,1407,62.9,10658.1,12241.01,4142.0,,240100.0,,639501.0,4.5,
2005-09-01,-0.0420000000000007,-0.0460000000000002,-0.0250000000000003,0.3316700000000026,-0.0101500000000029,0.6867746611678103,16.31,9.45,-2.669902912621367,7.9601990049751326,0.2252252252252204,1.5947999999999922,1.9950000000000043,2005,9,5.0,9.4,4.4,1.8,1439,62.8,10727.0,12202.979,4352.0,,240400.0,,652748.0,4.7,
2005-10-01,0.2670000000000003,0.2910000000000003,0.2575000000000003,0.3316799999999915,-0.7966300000000004,-1.9469349887420688,16.18,9.55,7.980049875311729,5.299539170506922,4.269662921348303,0.1771999999999991,1.5909999999999798,2005,10,5.0,9.1,4.4,1.88,1422,62.8,10822.7,12293.246,4184.0,,243900.0,892.932,664407.0,4.5,68.9
2005-11-01,0.2374999999999998,0.2649999999999997,0.2275,0.3316700000000026,2.855580000000004,3.760298066928408,16.33,9.71,2.7713625866050835,-1.7505470459518613,1.2931034482758728,-0.5906700000000029,1.65300000000002,2005,11,5.0,10.6,4.3,1.925,1370,62.7,10890.4,12396.53,4248.0,,237900.0,,670757.0,5.0,
2005-12-01,-0.0464999999999999,-0.0579999999999998,-0.0110000000000001,0.2211199999999991,-0.6979000000000042,0.0045631551793598,16.62,9.76,-1.348314606741584,-2.227171492204912,-1.7021276595744694,0.0,1.228999999999985,2005,12,4.9,9.2,4.2,2.18,1356,62.8,10949.7,12463.963,4282.0,,238600.0,,676135.0,4.9,
2006-01-01,-0.1059999999999998,-0.1270000000000006,-0.024,0.2763900000000063,2.550530000000002,3.4639013725894943,16.63,9.89,-0.9111617312072902,3.189066059225526,-1.0822510822510785,0.7088000000000108,1.4099999999999966,2006,1,4.7,8.9,4.1,2.425,1170,62.9,11136.9,12615.534,4397.0,,244900.0,884.566,681263.0,5.3,68.6
2006-02-01,0.1500000000000003,0.1075000000000008,0.1575000000000006,0.3869600000000019,-0.6199900000000014,-0.2237425812235912,17.42,9.9,5.057471264367831,0.4415011037527499,0.0,0.0590699999999912,0.9660000000000082,2006,2,4.8,9.5,4.1,2.3,1350,63.0,11192.0,12671.717,4325.0,,250800.0,,684482.0,6.1,
2006-03-01,0.1079999999999996,0.0714999999999994,0.0644999999999997,0.3869499999999988,1.4821000000000026,1.708527108887201,19.11,9.83,3.282275711159725,6.813186813186825,3.5010940919037226,0.1771999999999991,1.0769999999999982,2006,3,4.7,9.5,4.0,2.15,1309,63.1,11239.7,12704.101,4732.0,20.04,238800.0,,674457.0,5.9,
2006-04-01,0.1870000000000002,0.1835000000000004,0.1704999999999996,0.3869600000000019,-0.4370199999999968,0.99789565387488,17.37,9.62,3.8135593220339112,4.320987654320986,6.976744186046494,0.5906700000000029,-0.0339999999999918,2006,4,4.7,9.4,4.1,1.9,1331,63.0,11291.8,12708.846,4790.0,20.17,257000.0,840.306,656899.0,6.3,68.8
2006-05-01,0.0499999999999998,0.0899999999999998,0.0650000000000003,0.442229999999995,-3.646630000000002,-3.3959640941774545,16.09,9.6,2.0408163265306047,0.986193293885598,2.766798418972344,0.3543999999999982,-0.1730000000000018,2006,5,4.6,8.7,4.1,1.7,1333,63.1,11313.6,12701.954,4463.0,20.13,238200.0,,640049.0,6.2,
2006-06-01,0.1009999999999999,0.0845000000000002,0.0625,0.4975099999999912,-0.1723199999999991,0.0503080749524222,17.42,9.34,1.4000000000000057,0.5859375000000049,-0.961538461538458,0.295330000000007,-0.6490000000000009,2006,6,4.6,8.9,4.1,1.7,1145,63.1,11366.6,12730.66,4614.0,20.22,243200.0,,621219.0,6.3,
2006-07-01,0.0839999999999996,0.0804999999999998,0.0774999999999996,0.4422400000000124,-2.0460100000000025,-0.2196101390657608,16.54,9.13,-0.5917159763313657,-3.106796116504857,-0.3883495145631158,0.6497399999999942,-0.4380000000000166,2006,7,4.7,9.5,4.1,1.82,1304,63.0,11393.4,12715.713,4394.0,20.3,238100.0,793.783,604020.0,7.3,68.9
2006-08-01,-0.1919999999999992,-0.2385000000000001,-0.1754999999999995,0.4975099999999912,2.341920000000002,2.118098307802919,16.14,8.88,-4.36507936507936,-5.01002004008016,-2.534113060428848,0.5315999999999974,-0.4729999999999847,2006,8,4.7,8.8,4.1,1.75,1306,63.1,11424.0,12709.549,4710.0,20.32,243900.0,,590189.0,6.7,
2006-09-01,-0.1205000000000007,-0.1215000000000001,-0.1020000000000003,0.4975100000000054,1.8952699999999965,2.0765477018111547,16.75,8.64,-3.112033195020754,-2.109704641350222,-3.000000000000007,-0.5906699999999887,0.204999999999984,2006,9,4.5,9.0,3.9,1.62,1245,63.1,11470.7,12795.596,4737.0,20.41,226700.0,,579753.0,6.7,
2006-10-01,-0.0274999999999998,-0.0449999999999999,0.0075000000000002,0.442229999999995,2.7479800000000054,3.522173086737613,15.59,8.37,0.4282655246252775,-0.6465517241379173,0.0,-0.5316000000000116,0.4010000000000104,2006,10,4.4,8.4,3.9,1.6,1078,63.3,11510.1,12870.822,4591.0,20.44,250400.0,756.851,567752.0,7.3,68.8
2006-11-01,-0.0939999999999994,-0.1174999999999997,-0.0655000000000001,0.4422399999999982,1.6511199999999988,2.029614067401502,15.25,8.22,-2.345415778251606,-3.253796095444693,-3.298969072164933,0.0590700000000055,0.4099999999999966,2006,11,4.5,8.5,4.0,1.725,1131,63.3,11570.4,12933.502,4645.0,20.48,240100.0,,555299.0,6.6,
