DATE,5yr_Maturity,5yr_Maturity Mon_Chg,5yr_Maturity Per_Mon_Chg,5yr_Maturity Yr_Chg,5yr_Maturity Per_Yr_Chg,10yr_Maturity,10yr_Maturity Mon_Chg,10yr_Maturity Per_Mon_Chg,10yr_Maturity Yr_Chg,10yr_Maturity Per_Yr_Chg,30yr_Maturity,30yr_Maturity Mon_Chg,30yr_Maturity Per_Mon_Chg,30yr_Maturity Yr_Chg,30yr_Maturity Per_Yr_Chg
2012-09-01,0.67,-0.0399999999999999,-5.633802816901398,-0.2299999999999999,-25.555555555555557,1.65,0.0799999999999998,5.095541401273875,-0.27,-14.062500000000004,2.88,0.1099999999999998,3.9711191335740015,-0.3000000000000002,-9.433962264150953
2012-10-01,0.71,0.0399999999999999,5.970149253731331,-0.3500000000000001,-33.01886792452831,1.72,0.07,4.242424242424246,-0.4499999999999999,-20.737327188940093,2.9,0.02,0.6944444444444451,-0.2299999999999999,-7.348242811501597
2012-11-01,0.67,-0.0399999999999999,-5.633802816901398,-0.24,-26.373626373626376,1.62,-0.0999999999999998,-5.813953488372086,-0.4599999999999999,-22.115384615384613,2.8,-0.1,-3.448275862068969,-0.2200000000000002,-7.284768211920537
2012-12-01,0.7,0.0299999999999999,4.477611940298495,-0.19,-21.348314606741575,1.78,0.1599999999999999,9.876543209876536,-0.1099999999999998,-5.820105820105813,2.88,0.08,2.85714285714286,-0.1,-3.35570469798658
2013-01-01,0.81,0.1100000000000001,15.714285714285731,-0.0299999999999999,-3.5714285714285614,2.02,0.24,13.48314606741573,0.1899999999999999,10.382513661202182,3.08,0.2000000000000001,6.94444444444445,0.0500000000000002,1.650165016501659
2013-02-01,0.85,0.0399999999999999,4.938271604938262,0.02,2.40963855421687,1.89,-0.1300000000000001,-6.435643564356441,-0.09,-4.545454545454549,3.17,0.0899999999999998,2.9220779220779174,0.06,1.9292604501607733
2013-03-01,0.82,-0.03,-3.529411764705886,-0.2,-19.607843137254907,1.87,-0.0199999999999997,-1.0582010582010477,-0.3599999999999999,-16.143497757847527,3.16,-0.0099999999999997,-0.3154574132492046,-0.1199999999999996,-3.658536585365844
2013-04-01,0.71,-0.1099999999999999,-13.41463414634146,-0.18,-20.2247191011236,1.7,-0.1700000000000001,-9.0909090909091,-0.25,-12.820512820512825,2.93,-0.2299999999999999,-7.278481012658227,-0.25,-7.861635220125786
2013-05-01,0.84,0.13,18.30985915492958,0.0799999999999999,10.52631578947368,2.16,0.4600000000000002,27.05882352941177,0.5700000000000001,35.84905660377359,3.11,0.1799999999999997,6.143344709897601,0.1799999999999997,6.143344709897601
2013-06-01,1.2,0.36,42.85714285714285,0.49,69.01408450704226,2.52,0.3599999999999999,16.66666666666666,0.8500000000000001,50.89820359281438,3.4,0.29,9.324758842443732,0.6999999999999997,25.925925925925917
2013-07-01,1.4,0.1999999999999999,16.666666666666664,0.7799999999999999,125.8064516129032,2.6,0.08,3.174603174603177,1.09,72.18543046357617,3.61,0.2099999999999999,6.176470588235293,1.02,39.38223938223938
2013-08-01,1.52,0.1200000000000001,8.57142857142858,0.81,114.08450704225352,2.78,0.1799999999999997,6.923076923076913,1.2099999999999995,77.0700636942675,3.76,0.1499999999999999,4.15512465373961,0.9899999999999998,35.740072202166054
2013-09-01,1.6,0.08,5.263157894736847,0.93,138.80597014925374,2.64,-0.1399999999999996,-5.035971223021572,0.9900000000000002,60.00000000000002,3.79,0.0300000000000002,0.7978723404255386,0.91,31.597222222222225
2013-10-01,1.37,-0.2299999999999999,-14.374999999999998,0.6600000000000001,92.95774647887326,2.57,-0.0700000000000002,-2.651515151515162,0.8499999999999999,49.41860465116278,3.68,-0.1099999999999998,-2.902374670184693,0.7800000000000002,26.89655172413794
