observation_date,CSUSHPISA,Change from Last Month,Percent Change from Last Month,Change From Year Ago,Percent Change From Year Ago
2012-05-01,140.155,1.0,0.7186231181057094,0.2549999999999954,0.18227305218012
2012-06-01,141.029,0.8739999999999952,0.6235953051978133,1.1709999999999925,0.83727781035049
2012-07-01,141.668,0.63900000000001,0.4530982989314325,1.9410000000000025,1.38913738933778
2012-08-01,142.278,0.6099999999999852,0.4305841827370931,2.97199999999998,2.13343287439161
2012-09-01,142.908,0.6299999999999955,0.4427950913001275,4.24199999999999,3.05914932283327
2012-10-01,143.602,0.6940000000000168,0.4856271167464501,5.6510000000000105,4.09638204869845
2012-11-01,144.587,0.9849999999999852,0.685923594378898,7.435000000000002,5.42099276714885
2012-12-01,145.505,0.9180000000000064,0.6349118523795406,8.830999999999989,6.46136060991848
2013-01-01,146.84,1.335000000000008,0.917494244184054,10.233000000000004,7.4908313629609
2013-02-01,147.779,0.938999999999993,0.6394715336420546,11.24799999999999,8.23842204334546
2013-03-01,149.962,2.1829999999999927,1.4772058276209696,12.056999999999988,8.742975236575889
2013-04-01,151.524,1.5620000000000118,1.0415972046251796,12.369,8.888649347849519
2013-05-01,152.86,1.3360000000000127,0.8817085082231282,12.705000000000013,9.06496379008955
2013-06-01,154.204,1.343999999999994,0.8792359021326664,13.175000000000011,9.34205021662212
2013-07-01,155.611,1.4069999999999825,0.9124276931856388,13.942999999999984,9.84202501623513
2013-08-01,156.975,1.3640000000000043,0.8765447172757738,14.697000000000005,10.32977691561591
2013-09-01,158.234,1.2590000000000146,0.8020385411689852,15.326000000000022,10.7243821199653
2013-10-01,159.245,1.0109999999999957,0.6389271585120743,15.643,10.89330232169468
2013-11-01,160.074,0.8290000000000077,0.5205814939244608,15.487000000000023,10.711198102180711
2013-12-01,160.999,0.924999999999983,0.5778577407948716,15.494,10.648431325384
2014-01-01,161.962,0.962999999999994,0.5981403611202516,15.121999999999986,10.29828384636337
2014-02-01,162.531,0.5690000000000168,0.3513169755868764,14.75200000000001,9.982473829163819
2014-03-01,163.101,0.5699999999999932,0.3507023275559697,13.13900000000001,8.76155292674144
2014-04-01,163.415,0.3139999999999929,0.1925187460530548,11.890999999999991,7.847601700060711
2014-05-01,163.683,0.2680000000000007,0.1639996328366433,10.82299999999998,7.08033494701032
2014-06-01,164.067,0.3840000000000145,0.2345998057220447,9.863,6.39607273481881
2014-07-01,164.576,0.5089999999999861,0.3102391096320321,8.965000000000003,5.7611608433851105
2014-08-01,165.216,0.6400000000000148,0.3888780867198223,8.241000000000014,5.24988055422838
2014-09-01,165.91,0.6939999999999884,0.4200561688940468,7.675999999999988,4.851043391432929
2014-10-01,166.648,0.7379999999999995,0.4448194804412028,7.402999999999992,4.64881157964142
2014-11-01,167.342,0.6940000000000168,0.4164466420239167,7.268000000000001,4.54040006496995
2014-12-01,168.07,0.7279999999999802,0.4350372291474825,7.070999999999998,4.3919527450480995
2015-01-01,168.699,0.6290000000000191,0.3742488248944006,6.737000000000023,4.15961768809969
2015-02-01,169.157,0.4579999999999984,0.2714894575545785,6.626000000000005,4.07676074102786
2015-03-01,169.838,0.6809999999999832,0.4025845811878805,6.736999999999995,4.13056940178171
2015-04-01,170.339,0.5010000000000048,0.294986987599951,6.924000000000007,4.23706514089894
2015-05-01,170.914,0.5749999999999886,0.3375621554664455,7.230999999999994,4.41768540410427
2015-06-01,171.474,0.5600000000000023,0.3276501632399934,7.406999999999982,4.514619027592371
2015-07-01,172.126,0.6520000000000152,0.3802325717018412,7.550000000000011,4.5875461792728
2015-08-01,172.933,0.806999999999988,0.4688425920546507,7.716999999999984,4.6708551229905
2015-09-01,173.836,0.90300000000002,0.5221675446560344,7.926000000000016,4.77728889156772
2015-10-01,174.809,0.9729999999999848,0.5597229572700618,8.161000000000001,4.89714848062983
2015-11-01,175.76,0.9509999999999934,0.5440223329462405,8.417999999999978,5.03041675132362
2015-12-01,176.574,0.8140000000000214,0.4631315430132119,8.504000000000019,5.05979651335754
2016-01-01,177.337,0.7629999999999768,0.4321134481860164,8.637999999999977,5.12036230208832
2016-02-01,177.676,0.3389999999999986,0.1911614609472353,8.518999999999977,5.03614984895687
2016-03-01,178.22,0.5440000000000111,0.3061752853508696,8.382000000000005,4.93529127757039
2016-04-01,178.842,0.6220000000000141,0.3490068454718966,8.503000000000014,4.9918104485760795
2016-05-01,179.5,0.657999999999987,0.3679225237919431,8.586000000000013,5.02357910996174
2016-06-01,180.123,0.6229999999999905,0.3470752089136437,8.649000000000001,5.04391336295881
2016-07-01,180.854,0.731000000000023,0.4058337913536988,8.728000000000009,5.07070401914876
2016-08-01,181.856,1.0019999999999811,0.5540380638525999,8.923000000000002,5.15980177294096
2016-09-01,182.836,0.9800000000000182,0.5388879113144566,9.0,5.17729354103868
2016-10-01,183.771,0.934999999999974,0.5113872541512469,8.961999999999989,5.126738325829891
2016-11-01,184.772,1.0010000000000048,0.5446996533729505,9.012,5.12744651797906
2016-12-01,185.727,0.9550000000000124,0.5168532028662419,9.152999999999992,5.18366237384891
2017-01-01,186.851,1.1239999999999952,0.6051893370376925,9.51400000000001,5.3649266650501595
