DATE,CPIAUCSL_NBD20000101,Monthly Change,Percent Monthly Change,Yearly Change,Percent Yearly Change
2011-02-01,131.06793,0.41996999999997797,0.003214516323102006,2.727109999999982,2.1248968177077114
2011-03-01,131.74601,0.6780800000000227,0.005173500489402882,3.3626700000000085,2.619241717811679
2011-04-01,132.36444,0.6184299999999894,0.00469410800372618,3.9515600000000006,3.077230259145345
2011-05-01,132.78559,0.42115000000001146,0.003181745792147887,4.439460000000025,3.4589745713408155
2011-06-01,132.78559,0.0,0.0,4.493210000000005,3.5023202469234764
2011-07-01,133.13349,0.34789999999998145,0.0026200132107706974,4.601299999999981,3.579881428924521
2011-08-01,133.55346,0.4199700000000064,0.003154503048031013,4.833439999999996,3.7550025240828857
2011-09-01,133.84347,0.2900099999999952,0.002171489978619762,4.91552999999999,3.8126181183070087
2011-10-01,133.93385,0.09038000000001034,0.0006752664138191452,4.557000000000016,3.522268473842126
2011-11-01,134.18133,0.24747999999999593,0.0018477778395827188,4.47666000000001,3.4514254575413594
2011-12-01,134.21323,0.03190000000000737,0.0002377379923123982,3.9876000000000147,3.062070039515274
2012-01-01,134.57885,0.3656199999999785,0.002724172572256688,3.9308899999999767,3.0087649282851228
2012-02-01,134.86651,0.2876600000000167,0.002137482970021045,3.7985800000000154,2.898176540973841
2012-03-01,135.14885,0.2823400000000049,0.0020934774689432157,3.4028399999999976,2.5828789805474925
2012-04-01,135.3733,0.22444999999999027,0.0016607614493204363,3.0088599999999985,2.273163396453004
2012-05-01,135.09333,-0.2799699999999916,-0.002068133080895506,2.3077399999999955,1.7379446067905375
2012-06-01,134.98169,-0.11164000000002261,-0.0008263916508684967,2.196099999999973,1.653869218790964
2012-07-01,135.02067,0.03898000000000934,0.00028877990785275653,1.8871800000000007,1.4175095988244588
2012-08-01,135.80508,0.7844100000000083,0.005809554937033036,2.2516200000000026,1.6859316112064804
2012-09-01,136.45304,0.6479599999999834,0.00477125008872999,2.609569999999991,1.949717830836268
2012-10-01,136.82103,0.36799000000002025,0.0026968252228020736,2.8871800000000007,2.1556761042858104
2012-11-01,136.59126,-0.22977000000000203,-0.001679347100369015,2.409930000000003,1.7960248270008972
2012-12-01,136.57472,-0.016539999999992006,-0.0001210912030534897,2.3614900000000034,1.759506123204101
2013-01-01,136.84525,0.2705299999999795,0.0019808204622347348,2.2664000000000044,1.6840684847581955
2013-02-01,137.5883,0.7430500000000109,0.005429855986963456,2.7217899999999986,2.0181363038162687
2013-03-01,137.20142,-0.3868799999999908,-0.002811866997411777,2.052570000000003,1.5187476622997553
2013-04-01,136.91494,-0.2864800000000116,-0.0020880250364756544,1.541640000000001,1.1388065445697202
2013-05-01,136.97165,0.056710000000009586,0.00041419877187989557,1.8783200000000022,1.390386927319063
2013-06-01,137.2977,0.32604999999998086,0.0023804195977779404,2.3160100000000057,1.7157956756949821
2013-07-01,137.56645,0.26875000000001137,0.001957425361094988,2.5457800000000077,1.8854742759016139
2013-08-01,137.89486,0.328409999999991,0.0023872826550368274,2.0897799999999904,1.5388084157087427
2013-09-01,137.94684,0.05198000000001457,0.00037695386180467186,1.4938000000000216,1.0947355954840008
2013-10-01,138.02067,0.07382999999998674,0.0005352061707248005,1.199639999999988,0.876795036552486
2013-11-01,138.27525,0.25458000000000425,0.001844506333725262,1.6839899999999943,1.2328680473406528
2013-12-01,138.64087,0.36562000000000694,0.002644146367480854,2.0661499999999933,1.5128348789585606
2014-01-01,138.97696,0.33608999999998446,0.002424176940032073,2.131709999999998,1.557752278577443
2014-02-01,139.12995,0.15299000000001683,0.001100829950518538,1.5416500000000042,1.120480447828779
2014-03-01,139.41406,0.2841099999999983,0.002042047740260083,2.2126399999999933,1.6126946791075434
2014-04-01,139.67395,0.2598899999999844,0.0018641591816491421,2.7590099999999893,2.015127056258425
2014-05-01,139.93975,0.2658000000000129,0.0019030033875322703,2.9680999999999926,2.1669447655773966
2014-06-01,140.12463,0.1848799999999926,0.001321139990603046,2.8269300000000044,2.058978409689314
2014-07-01,140.28234,0.15771000000000868,0.0011254980655435714,2.7158900000000017,1.9742386315849552
2014-08-01,140.25989,-0.022449999999992087,-0.000160034399198018,2.3650300000000186,1.7150965597992693
2014-09-01,140.26994,0.010049999999978354,7.165270128173032e-05,2.3230999999999824,1.68405452419206
2014-10-01,140.24217,-0.027770000000003847,-0.00019797541796912332,2.221499999999992,1.6095415273668732
2014-11-01,139.97815,-0.26401999999998793,-0.0018826006471519083,1.7028999999999996,1.231529142055429
2014-12-01,139.54637,-0.4317800000000034,-0.003084624278860689,0.9054999999999893,0.6531263111663893
2015-01-01,138.65741,-0.8889599999999973,-0.006370355602944006,-0.31954999999999245,-0.2299301985019621
2015-02-01,139.00886,0.3514499999999998,0.002534664393341833,-0.12109000000000947,-0.08703374075819725
2015-03-01,139.38334,0.3744800000000055,0.002693929005676368,-0.0307200000000023,-0.022035080249439905
2015-04-01,139.52865,0.14530999999999494,0.0010425205767059028,-0.14529999999999177,-0.10402798803928132
2015-05-01,139.98878,0.4601299999999924,0.0032977456601206447,0.049029999999987695,0.035036506782374334
2015-06-01,140.37626,0.3874800000000107,0.0027679361160230895,0.2516300000000058,0.1795758532957452
2015-07-01,140.59894,0.22267999999999688,0.001586308112212114,0.316599999999994,0.22568770951496392
2015-08-01,140.59835,-0.0005899999999883221,-4.196333201291006e-06,0.33845999999999776,0.24130918682454244
2015-09-01,140.28234,-0.3160100000000057,-0.0022476081689437014,0.012400000000013733,0.008840097885558184
2015-10-01,140.42115,0.13881000000000654,0.0009895044522354455,0.17898000000002412,0.12762209826047624
2015-11-01,140.5889,0.16774999999998386,0.0011946206109263728,0.6107499999999959,0.4363180967886744
2015-12-01,140.43768,-0.15121999999999503,-0.0010756183454027667,0.8913100000000043,0.6387195883346907
2016-01-01,140.3733,-0.06437999999999988,-0.00045842397852200264,1.7158900000000017,1.2375032823705576
2016-02-01,140.18665,-0.18665000000001442,-0.0013296688187854416,1.1777899999999875,0.8472769289669647
2016-03-01,140.62611,0.4394600000000253,0.0031348206123766086,1.2427700000000073,0.8916201893282276
2016-04-01,141.1648,0.5386900000000026,0.003830654207813915,1.6361500000000149,1.1726265537579665
2016-05-01,141.49852,0.3337199999999996,0.002364045427755358,1.509740000000022,1.0784721461248696
2016-06-01,141.89132,0.39279999999999404,0.0027760007666510858,1.5150600000000054,1.0792850585989435
2016-07-01,141.81985,-0.07147000000000503,-0.0005036953634655384,1.2209100000000035,0.8683635879473939
2016-08-01,142.0821,0.26224999999999454,0.0018491769664119272,1.4837499999999864,1.0553111042910435
2016-09-01,142.45481,0.3727100000000121,0.002623201655944078,2.172470000000004,1.5486411190460638
2016-10-01,142.78854,0.33373000000000275,0.0023427078383664456,2.3673900000000003,1.6859212447697516
2016-11-01,142.95688,0.1683400000000006,0.0011789461535218484,2.367980000000017,1.6843292749285448
2016-12-01,143.31778,0.3608999999999867,0.002524537468920605,2.8800999999999988,2.05080288993666
2017-01-01,143.89841,0.5806300000000135,0.004051346594958515,3.525110000000012,2.5112396730717395
2017-02-01,144.04725,0.14883999999997855,0.0010343408241965878,3.860600000000005,2.753899889896795
2017-03-01,143.98464,-0.06260999999997807,-0.0004346490474478206,3.358530000000002,2.3882691485955214
2017-04-01,144.2847,0.30005999999997357,0.0020839722903774564,3.119899999999973,2.2101118692478385
2017-05-01,144.16361,-0.12108999999998105,-0.0008392435233949342,2.665089999999992,1.8834755303447641
2017-06-01,144.25162,0.08800999999999704,0.0006104869321737783,2.360299999999995,1.6634562283302425
2017-07-01,144.28825,0.03663000000000238,0.000253931290338385,2.4684000000000026,1.7405179881377697
2017-08-01,144.83461,0.5463599999999929,0.0037865869188932074,2.752510000000001,1.9372672560442172
2017-09-01,145.62965,0.7950400000000002,0.005489295686990839,3.174839999999989,2.2286646551281692
2017-10-01,145.69226,0.0626100000000065,0.0004299261860480094,2.9037199999999928,2.033580566059428
2017-11-01,146.11813,0.4258700000000033,0.0029230790983680484,3.1612499999999955,2.2113311370533513
2017-12-01,146.32959,0.2114599999999882,0.001447185232934395,3.011809999999997,2.1014908268883294
2018-01-01,146.9114,0.5818099999999902,0.003976024261395048,3.0129899999999736,2.093831335592918
2018-02-01,147.2534,0.34200000000001296,0.002327933706982664,3.206150000000008,2.2257627271607117
2018-03-01,147.38157,0.12817000000001144,0.0008704043505957176,3.3969299999999976,2.359230817953913
2018-04-01,147.8293,0.44772999999997865,0.0030378968008006606,3.5446000000000026,2.4566707350121
2018-05-01,148.13113,0.3018300000000238,0.0020417467985035702,3.9675200000000075,2.7520953450041987
2018-06-01,148.34731,0.21617999999998005,0.0014593826429325156,4.0956899999999905,2.8392679402837837
2018-07-01,148.46131,0.11400000000000432,0.0007684669172633082,4.173059999999992,2.8921689742581203
2018-08-01,148.69167,0.23035999999999035,0.0015516500561660836,3.85705999999999,2.663078942250053
2018-09-01,148.95629,0.26462000000000785,0.001779655847567035,3.3266399999999976,2.28431504161412
2018-10-01,149.37921,0.42292000000000485,0.002839222163763644,3.686949999999996,2.5306423278765777
